Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
现金,xiànjīn,cash,hiện kim,tiền mặt,用现金。Dùng tiền mặt.
现实,xiànshí,reality; actuality; real; actual; CL:個|个[gè],hiện thực,hiện thực/thực tế,面对现实。Đối mặt hiện thực.
现象,xiànxiàng,appearance; phenomenon; CL:個|个[gè],hiện tượng,hiện tượng,自然现象。Hiện tượng tự nhiên.
现在,xiànzài,now; at present; at the moment; modern; current; nowadays,hiện tại,bây giờ,我现在去。Bây giờ tôi đi.
羡慕,xiànmù,envious; envy; to admire,tiện mộ,ghen tị/ngưỡng mộ,我羡慕他。Tôi ngưỡng mộ anh ấy.
限制,xiànzhì,to restrict; to limit; to confine; restriction; limit; CL:個|个[gè],hạn chế,hạn chế,限制使用。Hạn chế sử dụng.
香,xiāng,fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick; CL:根[gēn],hương,thơm,很香。Rất thơm.
香蕉,xiāngjiāo,banana; CL:枝[zhī];根[gēn];個|个[gè];把[bǎ],hương tiêu,chuối,吃香蕉。Ăn chuối.
相处,xiāngchǔ,get along with each other,tương xử,giao du/hòa hợp,和睦相处。Hòa hợp.
相当,xiāngdāng,equivalent to; appropriate; considerably; to a certain extent; fairly,tương đương,tương đương/khá,相当好。Khá tốt.
相对,xiāngduì,relatively; opposite; to resist; to oppose; relative; vis-a-vis,tương đối,tương đối,相对容易。Tương đối dễ.
相反,xiāngfǎn,opposite; contrary,tương phản,ngược lại,正好相反。Ngược lại hoàn toàn.
相关,xiāngguān,interrelated; correlation; dependence; relevance; mutuality,tương quan,có liên quan,相关问题。Vấn đề liên quan.
相似,xiāngsì,to resemble; similar; like; resemblance; similarity,tương tự,giống nhau/tương tự,很相似。Rất giống nhau.
相同,xiāngtóng,identical; same,tương đồng,giống nhau,我们的想法相同。Ý kiến của chúng tôi giống nhau.
相信,xiāngxìn,be convinced (that something is true); believe; to accept sth as true,tương tín,tin/tin tưởng,我相信你。Tôi tin bạn.
详细,xiángxì,detailed; in detail; minute,tường tế,chi tiết,说得很详细。Nói rất chi tiết.
响,xiǎng,to make a sound; to sound; to ring; loud; classifier for noises,hưởng,vang/kêu,铃声响了。Chuông kêu rồi.
想,xiǎng,to think; to believe; to suppose; to wish; to want; to miss,tưởng,muốn/nghĩ,我想你。Tôi nhớ bạn.
想念,xiǎngniàn,miss; remember with longing; long to see again,tưởng niệm,nhớ/nhớ nhung,想念家人。Nhớ gia đình.
想象,xiǎngxiàng,to imagine; to fancy; CL:個|个[gè],tưởng tượng,tưởng tượng,展开想象。Phát huy tưởng tượng.
享受,xiǎngshòu,to enjoy; to live it up; pleasure; CL:種|种[zhǒng],hưởng thụ,tận hưởng/hưởng thụ,享受生活。Tận hưởng cuộc sống.
向,xiàng,direction; orientation; to face; to turn toward; to; towards; shortly before; formerly; to side with; to be partial to; all along (previously); surname Xiang,hướng,hướng tới,向左走。Đi về bên trái.
像,xiàng,(look) like; similar (to); appearance; to appear; to seem; image; portrait; resemble; seem,tượng,giống,他像他爸爸。Anh ấy giống bố.
项,xiàng,neck; sum; funds,hạng,mục/khoản,一项工作。Một công việc.
项链,xiàngliàn,necklace,hạng liên,dây chuyền,戴项链。Đeo dây chuyền.
项目,xiàngmù,item; project; sports event; CL:個|个[gè],hạng mục,dự án/hạng mục,重点项目。Dự án trọng điểm.
橡皮,xiàngpí,rubber; an eraser; CL:塊|块[kuài],tượng bì,tẩy/cao su,用橡皮。Dùng tẩy.
象棋,xiàngqí,Chinese chess; CL:副[fù],tượng kỳ,cờ tướng,下象棋。Chơi cờ tướng.
象征,xiàngzhēng,emblem; symbol; token; badge; to symbolize; to signify; to stand for,tượng trưng,biểu tượng/tượng trưng,和平象征。Biểu tượng hòa bình.
消费,xiāofèi,to consume; CL:個|个[gè],tiêu phí,tiêu dùng/chi tiêu,消费水平。Mức tiêu dùng.
消化,xiāohuà,digest; digestion; digestive,tiêu hóa,tiêu hóa,消化食物。Tiêu hóa thức ăn.
消灭,xiāomiè,to put an end to; to annihilate; to cause to perish; to perish; annihilation (in quantum field theory),tiêu diệt,tiêu diệt/xóa bỏ,消灭敌人。Tiêu diệt kẻ thù.
消失,xiāoshī,to disappear; to fade away,tiêu thất,biến mất/mất dạng,消失了。Biến mất rồi.
销售,xiāoshòu,to sell; market; sales,tiêu thụ,bán/tiêu thụ,销售产品。Bán sản phẩm.
消息,xiāoxī,news; information; CL:條|条[tiáo],tiêu tức,tin tức,听到消息。Nghe tin.
小,xiǎo,small; tiny; few; young,tiểu,nhỏ,小孩子。Trẻ nhỏ.
小吃,xiǎochī,snack; refreshments; CL:家[jiā],tiểu khiết,đồ ăn vặt/món ăn nhỏ,小吃店。Quán ăn vặt.
小伙子,xiǎohuǒzi,lad; young fellow; youngster; CL:個|个[gè],tiểu hoả tử,chàng trai trẻ,年轻小伙子。Chàng trai trẻ.
小姐,xiǎojiě,young lady; miss; CL:個|个[gè];位[wèi],tiểu thư,cô,小姐，请问… Cô ơi cho hỏi...
小麦,xiǎomài,wheat; CL:粒[lì],tiểu mạch,lúa mì,种小麦。Trồng lúa mì.
小气,xiǎoqì,stingy; petty; miserly; narrow-minded,tiểu khí,bủn xỉn/keo kiệt,很小气。Rất bủn xỉn.
小时,xiǎoshí,hour; CL:個|个[gè],tiểu thời,giờ,一个小时。一 tiếng.
小说,xiǎoshuō,novel; fiction; CL:本[běn];部[bù],tiểu thuyết,tiểu thuyết,看小说。Đọc tiểu thuyết.
小偷,xiǎotōu,thief,tiểu thâu,kẻ trộm/tên trộm,抓小偷。Bắt trộm.
小心,xiǎoxīn,to be careful; to take care,tiểu tâm,cẩn thận,小心点儿。Cẩn thận chút.
笑,xiào,laugh; smile; CL:個|个[gè],tiếu,cười,他笑了。Anh ấy cười rồi.
笑话,xiàohuà,joke; jest; CL:個|个[gè],tiếu thoại,chuyện cười/trò đùa,讲笑话。Kể chuyện cười.
效果,xiàoguǒ,result; effect; quality; CL:個|个[gè],hiệu quả,hiệu quả,效果很好。Hiệu quả rất tốt.
效率,xiàolǜ,efficiency,hiệu suất,hiệu suất/năng suất,提高效率。Nâng cao hiệu quả.
孝顺,xiàoshùn,filial piety; to be obedient to one's parents,hiếu thuận,hiếu thảo/thảo hiền,孝顺父母。Hiếu thảo với cha mẹ.
校长,xiàozhǎng,(college; university) president; headmaster; CL:個|个[gè];位[wèi];名[míng],hiệu trưởng,hiệu trưởng,我们的校长很好。Hiệu trưởng chúng tôi rất tốt.
些,xiē,some; few; several; (a measure word),tá,một vài,一些东西。Một vài đồ.
歇,xiē,to rest,yết,nghỉ ngơi,歇一会儿。Nghỉ một lát.
斜,xié,inclined; slanting; oblique; tilting,tà,nghiêng/xiên,斜坡。Dốc nghiêng.
鞋,xié,shoe; CL:雙|双[shuāng];隻|只[zhī],hài,giày,一双鞋。Một đôi giày.
协调,xiétiáo,to coordinate; to harmonize; negotiation,hiệp điều,phối hợp/điều phối,协调工作。Phối hợp công việc.
写,xiě,to write,tả,viết,我写字。Tôi viết chữ.
谢谢,xièxiè,to thank; thanks,tạ tạ,cảm ơn,谢谢你！Cảm ơn bạn!
新,xīn,new; newly; meso- (chemistry),tân,mới,新手机。Điện thoại mới.
新闻,xīnwén,news; CL:條|条[tiáo];個|个[gè],tân văn,tin tức,看新闻。Xem tin tức.
新鲜,xīnxiān,fresh (experience; food etc); freshness,tân tiên,tươi,水果很新鲜。Trái cây rất tươi.
辛苦,xīnkǔ,hard; exhausting; with much toil; thanks for your trouble,tân khổ,vất vả/cực khổ,你辛苦了。Bạn vất vả rồi.
心理,xīnlǐ,mental; psychological,tâm lý,tâm lý,心理健康。Sức khỏe tâm lý.
心情,xīnqíng,mood; frame of mind; CL:個|个[gè],tâm tình,tâm trạng,心情很好。Tâm trạng rất tốt.
心脏,xīnzàng,heart; CL:顆|颗[kē];個|个[gè],tâm tạng,tim/trái tim,心脏病。Bệnh tim.
欣赏,xīnshǎng,to appreciate; to enjoy; to admire,hân thưởng,thưởng thức/chiêm ngưỡng,欣赏音乐。Thưởng thức âm nhạc.
信,xìn,letter; mail; to trust; to believe; to profess faith in; truthful; confidence; trust; at will; at random,tín,thư,写信。Viết thư.
信封,xìnfēng,envelope; CL:個|个[gè],tín phong,phong bì,寄信封。Gửi phong bì.
信号,xìnhào,signal,tín hiệu,tín hiệu,发信号。Phát tín hiệu.
信任,xìnrèn,to trust; to have confidence in,tín nhâm,tin tưởng,我信任你。Tôi tin bạn.
信息,xìnxī,information; news; message,tín tức,thông tin,重要信息。Thông tin quan trọng.
信心,xìnxīn,confidence; faith (in sb or sth); CL:個|个[gè],tín tâm,tự tin,有信心。Có tự tin.
信用卡,xìnyòngkǎ,credit card,tín dụng thẻ,thẻ tín dụng,用信用卡。Dùng thẻ tín dụng.
兴奋,xīngfèn,excited; excitement,hưng phấn,hứng khởi/phấn khích,我很兴奋。Tôi rất phấn khích.
星期,xīngqī,week; CL:個|个[gè],tinh kì,tuần,星期一：thứ hai.
行,xíng,to walk; to go; to travel; a visit; temporary; makeshift; current; in circulation; to do; to perform; capable; competent; effective; all right; OK!; will do,hành,được/đi,这样行吗？Như vậy được không?
行动,xíngdòng,operation; action; to move; mobile; CL:個|个[gè],hành động,hành động,采取行动。Thực hiện hành động.
行李箱,xínglǐxiāng,suitcase,hành lý tương,vali,收拾行李箱。Sắp xếp vali.
行人,xíngrén,pedestrian; traveler on foot; passer-by; official responsible for arranging audiences with the emperor,hành nhân,người đi bộ,行人过马路。Người đi bộ qua đường.
行为,xíngwéi,action; conduct; behavior; activity,hành vi,hành vi,不良行为。Hành vi xấu.
形成,xíngchéng,to form; to take shape,hình thành,hình thành,形成习惯。Hình thành thói quen.
形容,xíngróng,to describe; description; appearance; look,hình dung,hình dung/miêu tả,难以形容。Khó diễn tả.
形式,xíngshì,form; shape; situation; circumstance; CL:個|个[gè],hình thức,hình thức,形式多样。Hình thức đa dạng.
形势,xíngshì,circumstances; situation; terrain; CL:個|个[gè],hình thế,hình thế/tình hình,当前形势。Hình thế hiện nay.
形象,xíngxiàng,image; form; figure; CL:個|个[gè]; visualization; vivid,hình tượng,hình ảnh,美好形象。Hình ảnh đẹp.
形状,xíngzhuàng,form; shape; CL:個|个[gè],hình trạng,hình dạng/hình thể,奇怪形状。Hình dạng lạ.
醒,xǐng,to wake up; to awaken; to be awake,tỉnh,tỉnh/thức,他醒了。Anh ấy tỉnh rồi.
姓,xìng,family name; surname; name; CL:個|个[gè],tính,họ,你姓什么？Bạn họ gì?
性别,xìngbié,gender; sex; distinguishing between the sexes,tính biệt,giới tính,男性别。Giới tính nam.
性格,xìnggé,nature; disposition; temperament; character; CL:個|个[gè],tính cách,tính cách,他性格很好。Tính cách anh ấy rất tốt.
性质,xìngzhì,nature; characteristic; CL:個|个[gè],tính chất,tính chất,事件性质。Tính chất sự việc.
幸福,xìngfú,blessed; happiness; happy,hạnh phúc,hạnh phúc,很幸福。Rất hạnh phúc.
幸亏,xìngkuī,fortunately; luckily,hạnh khuy,may mà/may là,幸亏你来。May mà anh đến.
幸运,xìngyùn,fortunate; lucky; fortune; luck,hạnh vận,may mắn,很幸运。Rất may mắn.
兴趣,xìngqù,interest in (something); CL:個|个[gè],hứng thú,hứng thú/sự quan tâm,我对音乐很有兴趣。Tôi rất quan tâm đến âm nhạc.
胸,xiōng,chest; bosom; heart; mind; thorax,hung,ngực,拍胸。Đập ngực.
兄弟,xiōngdì,older and younger brother; brothers; brotherly; fraternal; CL:個|个[gè],huynh đệ,anh em,亲兄弟。Anh em ruột.
熊猫,xióngmāo,panda; CL:隻|只[zhī],hùng miêu,gấu trúc,熊猫很可爱。Gấu trúc rất dễ thương.
雄伟,xióngwěi,grand; imposing; magnificent; majestic,hùng vĩ,hùng vĩ/tráng lệ,雄伟建筑。Kiến trúc hùng vĩ.
修,xiū,to mend; to repair; to build; to embellish; to study,tu,sửa,修理。Sửa chữa.
修改,xiūgǎi,to amend; to alter; to modify,tu cải,sửa đổi/chỉnh sửa,修改文章。Sửa bài viết.
休息,xiūxī,rest; to rest,hưu tức,nghỉ ngơi,我需要休息。Tôi cần nghỉ.
休闲,xiūxián,leisure; relaxation; not working; idle,hưu nhàn,giải trí/nghỉ ngơi,休闲活动。Hoạt động giải trí.
虚心,xūxīn,modest,hư tâm,khiêm tốn/hư tâm,虚心学习。Khiêm tốn học tập.
需要,xūyào,to need; to want; to demand; needs; to require,tu yếu,cần/cần thiết,我需要帮助。Tôi cần giúp đỡ.
许多,xǔduō,many; a lot of; much,hứa đa,nhiều,许多人。Nhiều người.
叙述,xùshù,to relate (a story or information); to tell or talk about; to recount; narration; telling; narrative; account,tự thuật,tường thuật/kể lại,叙述经过。Tường thuật quá trình.
宣布,xuānbù,to declare; to announce; to proclaim,tuyên bố,tuyên bố/công bố,宣布消息。Tuyên bố tin tức.
宣传,xuānchuán,to disseminate; to give publicity to; propaganda; CL:個|个[gè],tuyên truyền,tuyên truyền/quảng cáo,宣传活动。Hoạt động tuyên truyền.
选举,xuǎnjǔ,to elect; election; CL:次[cì];個|个[gè],tuyển cử,bầu cử,民主选举。Bầu cử dân chủ.
选择,xuǎnzé,to select; to pick; choice; option; alternative,tuyển trạch,chọn lựa,选择专业。Chọn chuyên ngành.
学期,xuéqī,term; semester; CL:個|个[gè],học kỳ,học kỳ,新学期。Học kỳ mới.
学生,xuéshēng,student; school child,học sinh,học sinh,我是学生。Tôi là học sinh.
学术,xuéshù,learning; science; academic; CL:個|个[gè],học thuật,học thuật,学术研究。Nghiên cứu học thuật.
学问,xuéwèn,learning; knowledge; CL:個|个[gè],học vấn,học vấn/học thức,有学问。Có học thức.
学习,xuéxí,to learn; to study,học tập,học,我学习中文。Tôi học tiếng Trung.
学校,xuéxiào,school; CL:所[suǒ],học hiệu,trường học,我去学校。Tôi đi học.
雪,xuě,snow; snowfall; CL:場|场[cháng]; to have the appearance of snow; to wipe away; off or out; to clean,tuyết,tuyết,下雪了。Trời có tuyết.
血,xuè,blood; informal colloquial and Taiwan pr. xiě; also pr. xuě; CL:滴[dī];片[piàn],huyết,máu,流血了。Chảy máu rồi.
询问,xúnwèn,to inquire,tuân vấn,hỏi thăm/hỏi han,询问情况。Hỏi tình hình.
寻找,xúnzhǎo,to seek; to look for,tầm tảo,tìm kiếm,寻找机会。Tìm kiếm cơ hội.
训练,xùnliàn,to train; to drill; training; CL:個|个[gè],huấn luyện,huấn luyện/tập luyện,严格训练。Huấn luyện nghiêm khắc.
迅速,xùnsù,rapid; speedy; fast,tấn tốc,nhanh chóng/thần tốc,发展迅速。Phát triển nhanh.
压力,yālì,pressure,áp lực,áp lực,工作压力。Áp lực công việc.
牙膏,yágāo,toothpaste; CL:管[guǎn],nha cao,kem đánh răng,用牙膏。Dùng kem đánh răng.
亚洲,yàzhōu,Asia; Asian,Á Châu,Châu Á,在亚洲。Ở Châu Á.
呀,ya,(particle equivalent to 啊 after a vowel; expressing surprise or doubt),a,(trợ từ),好呀！Tốt quá!
盐,yán,salt; CL:粒[lì],diêm,muối,加点盐。Thêm chút muối.
延长,yáncháng,to prolong; to extend; to delay,diên trường,kéo dài,延长时间。Kéo dài thời gian.
严格,yángé,strict; stringent; tight; rigorous,nghiêm cách,nghiêm ngặt,要求很严格。Yêu cầu rất nghiêm ngặt.
严肃,yánsù,solemn; solemnity,nghiêm túc,nghiêm túc,态度严肃。Thái độ nghiêm túc.
严重,yánzhòng,grave; serious; severe; critical,nghiêm trọng,nghiêm trọng,问题很严重。Vấn đề rất nghiêm trọng.
研究生,yánjiūshēng,graduate student; postgraduate student; research student,nghiên cứu sinh,nghiên cứu sinh,他是研究生。Anh ấy là nghiên cứu sinh.
颜色,yánsè,color; CL:個|个[gè],nhan sắc,màu sắc,你喜欢什么颜色？Bạn thích màu gì?
演出,yǎnchū,to act (in a play); to perform; to put on (a performance); performance; concert; show; CL:場|场[cháng];次[cì],diễn xuất,biểu diễn,演出节目。Biểu diễn chương trình.
演员,yǎnyuán,actor or actress; performer; CL:個|个[gè];位[wèi];名[míng],diễn viên,diễn viên,他是演员。Anh ấy là diễn viên.
眼镜,yǎnjìng,spectacles; eyeglasses; CL:副[fù],nhãn kính,kính/mắt kính,戴眼镜。Đeo kính.
眼睛,yǎnjīng,eye; CL:隻|只[zhī];雙|双[shuāng],nhãn tinh,mắt,她的眼睛很大。Mắt cô ấy rất to.
宴会,yànhuì,banquet; feast; dinner party; CL:席[xí];個|个[gè],yến hội,tiệc/yến tiệc,参加宴会。Tham dự yến tiệc.
阳光,yángguāng,sunshine; CL:線|线[xiàn],dương quang,ánh nắng mặt trời,阳光很好。Ánh nắng rất đẹp.
羊肉,yángròu,mutton,dương nhục,thịt cừu,我不吃羊肉。Tôi không ăn thịt cừu.
阳台,yángtái,balcony; porch,dương đài,ban công,在阳台上。Trên ban công.
痒,yǎng,to itch; to tickle,dưỡng,ngứa,很痒。Rất ngứa.
养成,yǎngchéng,to cultivate; to raise; to form (a habit); to acquire,dưỡng thành,hình thành/tạo nên,养成习惯。Tạo nên thói quen.
样式,yàngshì,type; style,dạng thức,kiểu/mẫu,新样式。Kiểu mới.
样子,yàngzi,manner; air; looks; aspect,dạng tử,dáng vẻ/hình dáng,什么样子？Dạng gì?
腰,yāo,waist; lower back; pocket; middle; loins,yêu,eo/lưng,腰疼。Đau lưng.
邀请,yāoqǐng,to invite; invitation; CL:個|个[gè],yêu thỉnh,mời,邀请参加。Mời tham gia.
要求,yāoqiú,to request; to require; to stake a claim; to ask; to demand; CL:點|点[diǎn],yêu cầu,yêu cầu,我的要求很简单。Yêu cầu của tôi rất đơn giản.
摇,yáo,shake; to rock,dao,lay/rung,摇头。Lắc đầu.
咬,yǎo,to bite; to nip,giảo,cắn,咬一口。Cắn một miếng.
药,yào,medicine; drug; cure; CL:種|种[zhǒng];服[fù],dược,thuốc,吃药。Uống thuốc.
要,yào,important; vital; to want; will; going to (as future auxiliary); may; must,yếu,muốn,我要这个。Tôi muốn cái này.
要不,yàobù,otherwise; or; or else; how about...? (one choice or the other); either this; or else...,yếu bất,nếu không/bằng không,要不就走。Nếu không thì đi.
要是,yàoshì,if,yếu thị,nếu/giả như,要是下雨。Nếu trời mưa.
钥匙,yàoshi,key; CL:把[bǎ],chìa khóa,chìa khóa,拿钥匙。Lấy chìa khóa.
爷爷,yéyé,(informal) father's father; paternal grandfather; CL:個|个[gè],gia gia,ông (nội),我爷爷90岁了。Ông tôi 90 tuổi rồi.
也,yě,also; too; (in classical Chinese) final particle serving as copula,dã,cũng,我也是。Tôi cũng vậy.
也许,yěxǔ,perhaps; maybe,dã hứa,có lẽ/có thể,也许他会来。Có lẽ anh ấy sẽ đến.
页,yè,page; leaf,diệp,trang,第一页。Trang đầu.
夜,yè,night,dạ,đêm,深夜。Đêm khuya.
液体,yètǐ,liquid,dịch thể,chất lỏng,液体状态。Trạng thái lỏng.
业务,yèwù,business; profession; CL:個|个[gè],nghiệp vụ,nghiệp vụ,业务水平。Trình độ nghiệp vụ.
业余,yèyú,spare time; amateur; extra-curricular,nghiệp dư,nghiệp dư/rảnh rỗi,业余时间。Thời gian rảnh.
叶子,yèzi,foliage; leaf; CL:片[piàn],diệp tử,lá,树叶子。Lá cây.
一,yī,one; 1; single; a (article); as soon as; entire; whole; all; throughout; one radical in Chinese characters (Kangxi radical 1),nhất,một,一个人。Một người.
衣服,yīfú,clothes; CL:件[jiàn];套[tào],y phục,quần áo,我买衣服。Tôi mua quần áo.
依然,yīrán,still; as before,y nhiên,vẫn/vẫn còn,依然如故。Vẫn như cũ.
医生,yīshēng,doctor; CL:個|个[gè];位[wèi];名[míng],y sinh,bác sĩ,我是医生。Tôi là bác sĩ.
医院,yīyuàn,hospital; CL:所[suǒ];家[jiā];座[zuò],y viện,bệnh viện,我去医院。Tôi đi bệnh viện.
一辈子,yībèizi,(for) a lifetime,nhất bối tử,cả đời/suốt đời,一辈子朋友。Bạn cả đời.
一旦,yídàn,in case (sth happens); if; once (sth happens; then...); when; in a short time; in one day,nhất đán,một khi/khi nào,一旦成功。Một khi thành công.
一定,yídìng,surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must,nhất định,nhất định/chắc chắn,我一定去。Tôi nhất định đi.
一共,yīgòng,altogether,nhất cộng,tổng cộng,一共多少钱？Tổng cộng bao nhiêu tiền?
一会儿,yīhuìer,a while,nhất hội nhi,một lát/một chút,等我一会儿。Đợi tôi một lát.
一路平安,yílùpíngān,to have a pleasant journey; Bon voyage!,nhất lộ bình an,đi đường bình an/đi đến nơi bình yên,一路平安！Đi đường bình an nhé!
一切,yīqiè,everything; every; all,nhất thiết,tất cả,一切都好。Tất cả đều tốt.
一样,yīyàng,same; like; equal to; the same as; just like,nhất dạng,giống nhau,我们一样。Chúng ta giống nhau.
一致,yízhì,unanimous; identical (views or opinions),nhất trí,nhất trí/đồng lòng,意见一致。Ý kiến nhất trí.
移动,yídòng,to move; movement; migration; mobile; portable,di động,di chuyển/di động,移动电话。Điện thoại di động.
移民,yímín,to immigrate; to migrate; emigrant; immigrant,di dân,di cư/nhập cư,移民国外。Di cư nước ngoài.
遗憾,yíhàn,regret; pity; sorry,di hận,tiếc nuối/hối tiếc,感到遗憾。Cảm thấy tiếc.
疑问,yíwèn,a question; sth not understood; to query; interrogative (gramm.); CL:個|个[gè],nghi vấn,nghi vấn/thắc mắc,提出疑问。Đặt câu hỏi.
乙,yǐ,second of 1 heavenly stems 十天干; second in order; letter B or roman II in list A; B; C; or I; II; III etc; second party (in legal contract; usually 乙方|乙方[yǐ fāng]; as opposed to 甲方|甲方[jiǎ fāng]); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5),ất,Ất (can chi),甲乙丙丁。Giáp Ất Bính Đinh.
以,yǐ,to use as; according to; because of,dĩ,để/dùng,以后。Sau này.
以后,yǐhòu,after; later; afterwards; following; later on; in the future,dĩ hậu,sau này/về sau,以后再说。Về sau hãy nói.
以及,yǐjí,as well as; too; and,dĩ cập,cũng như/và,老师以及学生。Giáo viên cũng như học sinh.
以来,yǐlái,since (a previous event),dĩ lai,từ/kể từ,改革以来。Từ khi cải cách.
以前,yǐqián,before; formerly; previous; ago,dĩ tiền,trước đây,以前我不知道。Trước đây tôi không biết.
以为,yǐwéi,to believe; to think; to consider; to be under the impression,dĩ vi,tưởng rằng,我以为你不来了。Tôi tưởng bạn không đến.
已经,yǐjīng,already,dĩ kinh,đã,我已经吃了。Tôi ăn rồi.
椅子,yǐzi,chair; CL:把[bǎ];套[tào],ỷ tử,ghế,椅子在桌子前面。Ghế ở trước bàn.
亿,yì,a hundred million; calculate,ức,trăm triệu,一亿人。100 triệu người.
一般,yìbān,same; ordinary; common; general; generally; in general,nhất ban,nói chung/bình thường,一般来说。Nói chung.
一边,yībiān,one side; either side; on the one hand; on the other hand; doing while,nhất biên,một bên/vừa...vừa,一边吃一边看电视。Vừa ăn vừa xem TV.
一起,yìqǐ,in the same place; together; with; altogether (in total),nhất khởi,cùng nhau,我们一起去吧。Chúng ta cùng đi nhé.
一直,yìzhí,straight (in a straight line); continuously; always; from the beginning of ... up to ...; all along,nhất trực,luôn/cứ thế,一直走。Đi thẳng.
意见,yìjiàn,idea; opinion; suggestion; objection; complaint; CL:點|点[diǎn];條|条[tiáo],ý kiến,ý kiến,提意见。Đưa ra ý kiến.
意思,yìsi,idea; opinion; meaning; wish; desire; CL:個|个[gè],ý tứ,ý nghĩa,什么意思？Nghĩa là gì?
意外,yìwài,unexpected; accident; mishap; CL:個|个[gè],ý ngoại,bất ngờ/ngoài ý muốn,发生意外。Xảy ra tai nạn.
意义,yìyì,meaning; significance; CL:個|个[gè],ý nghĩa,ý nghĩa,重大意义。Ý nghĩa quan trọng.
议论,yìlùn,to comment; to talk about; to discuss; discussion; CL:個|个[gè],nghị luận,bàn luận/bình luận,议论纷纷。Bàn tán xôn xao.
艺术,yìshù,art; CL:種|种[zhǒng],nghệ thuật,nghệ thuật,艺术作品。Tác phẩm nghệ thuật.
义务,yìwù,duty; obligation; commitment; volunteer duty; CL:項|项[xiàng]; mandatory; voluntary,nghĩa vụ,nghĩa vụ/bổn phận,义务教育。Giáo dục nghĩa vụ.
阴,yīn,overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.); feminine; moon; implicit; hidden; genitalia,âm,trời âm u,今天是阴天。Hôm nay trời âm u.
因此,yīncǐ,thus; consequently; as a result,nhân thử,vì vậy/do đó,因此我不去。Vì vậy tôi không đi.
因而,yīnér,therefore; as a result; thus; and as a result; ...,nhân nhi,vì vậy/do đó,因而成功。Vì vậy thành công.
因素,yīnsù,element; factor; CL:個|个[gè],nhân tố,yếu tố/nhân tố,重要因素。Yếu tố quan trọng.
因为,yīnwèi,because; owing to; on account of,nhân vị,bởi vì,因为太远了。Bởi vì quá xa.
音乐,yīnyuè,music; CL:張|张[zhāng];曲[qǔ];段[duàn],âm nhạc,âm nhạc,听音乐。Nghe nhạc.
银,yín,silver; silver-colored; relating to money or currency,ngân,bạc,银行。Ngân hàng.
银行,yínháng,bank; CL:家[jiā];個|个[gè],ngân hàng,ngân hàng,去银行。Đi ngân hàng.
饮料,yǐnliào,drink; beverage,ẩm liệu,đồ uống,买饮料。Mua đồ uống.
引起,yǐnqǐ,to give rise to; to lead to; to cause; to arouse,dẫn khởi,gây ra,引起注意。Gây chú ý.
印象,yìnxiàng,impression; reflection; perception; CL:個|个[gè],ấn tượng,ấn tượng,印象很好。Ấn tượng rất tốt.
应该,yīnggāi,ought to; should; must,ưng cai,nên/phải,你应该休息。Bạn nên nghỉ ngơi.
英俊,yīngjùn,handsome,anh tuấn,đẹp trai/tuấn tú,长得英俊。Trông đẹp trai.
英雄,yīngxióng,hero; CL:個|个[gè],anh hùng,anh hùng,民族英雄。Anh hùng dân tộc.
赢,yíng,to beat; to win; to profit,doanh,thắng,我赢了。Tôi thắng rồi.
迎接,yíngjiē,to meet; to welcome; to greet,nghênh tiếp,đón/nghênh đón,迎接客人。Đón khách.
营养,yíngyǎng,nutrition; nourishment; CL:種|种[zhǒng],dưỡng dưỡng,dinh dưỡng,营养丰富。Dinh dưỡng phong phú.
营业,yíngyè,to do business; to trade,doanh nghiệp,kinh doanh,营业时间。Giờ kinh doanh.
影响,yǐngxiǎng,an influence; an effect; to influence; to affect (usually adversely); to disturb; CL:股[gǔ],ảnh hưởng,ảnh hưởng,有影响。Có ảnh hưởng.
影子,yǐngzi,shadow; reflection; CL:個|个[gè],ảnh tử,bóng/bóng dáng,看见影子。Thấy bóng.
硬,yìng,hard; stiff; strong; firm; to manage to do sth with difficulty; good (quality); able (person),ngạnh,cứng,床很硬。Giường rất cứng.
硬币,yìngbì,a coin; CL:枚[méi],ngạnh tệ,tiền xu/đồng xu,一枚硬币。Một đồng xu.
硬件,yìngjiàn,hardware,ngạnh kiện,phần cứng,电脑硬件。Phần cứng máy tính.
应付,yìngfù,to deal with; to cope,ứng phó,đối phó/giải quyết,应付困难。Đối phó khó khăn.
应聘,yìngpìn,to accept a job offer; to apply for an advertised position,ứng sính,nộp đơn ứng tuyển,应聘工作。Ứng tuyển công việc.
应用,yìngyòng,to use; to apply; application; applicable,ứng dụng,ứng dụng/áp dụng,应用技术。Áp dụng kỹ thuật.
拥抱,yōngbào,to embrace; to hug,ủng bão,ôm,拥抱朋友。Ôm bạn.
拥挤,yōngjǐ,to crowd,ủng tế,đông đúc/chen chúc,人很拥挤。Người rất đông.
勇敢,yǒnggǎn,brave; courageous,dũng cảm,dũng cảm,他很勇敢。Anh ấy rất dũng cảm.
勇气,yǒngqì,courage; valor,dũng khí,dũng khí/can đảm,有勇气。Có dũng cảm.
