Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
起来,qǐlai,beginning or continuing an action; upward movement; stand up,khởi lai,(trợ từ),站起来。Đứng dậy.
气候,qìhòu,climate; atmosphere; situation; CL:種|种[zhǒng],khí hậu,khí hậu,气候很好。Khí hậu rất tốt.
千,qiān,thousand,thiên,một nghìn,一千块。1000 tệ.
千万,qiānwàn,ten million; countless; many; one must by all means,thiên vạn,nhất định/tuyệt đối,千万别忘了。Nhất định đừng quên.
铅笔,qiānbǐ,(lead) pencil; CL:支[zhī];枝[zhī];桿|杆[gǎn],yên bút,bút chì,用铅笔写字。Viết bằng bút chì.
签证,qiānzhèng,visa; certificate; to certify; CL:個|个[gè],ký chứng,visa,办签证。Làm visa.
钱,qián,coin; money; CL:筆|笔[bǐ],tiền,tiền,我有很多钱。Tôi có nhiều tiền.
前面,qiánmiàn,ahead; in front; preceding; above,tiền diện,phía trước,前面有人。Phía trước có người.
墙,qiáng,wall; CL:面[miàn];堵[dǔ],tường,tường,白墙。Tường trắng.
敲,qiāo,extort; knock; to strike; to knock (at a door); to hit,khaảo,gõ/đập,敲门。Gõ cửa.
桥,qiáo,bridge; CL:座[zuò],kiều,cầu,过桥。Qua cầu.
巧克力,qiǎokèlì,chocolate (loanword); CL:塊|块[kuài],xảo khắc lực,sô cô la,吃巧克力。Ăn sô cô la.
亲戚,qīnqi,a relative (i.e. family relation); CL:門|门[mén];個|个[gè];位[wèi],thân thích,họ hàng,我的亲戚。Họ hàng của tôi.
轻,qīng,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral,khinh,nhẹ,很轻。Rất nhẹ.
轻松,qīngsōng,gentle; relaxed,khinh tống,thoải mái/nhẹ nhàng,很轻松。Rất thoải mái.
清楚,qīngchu,clear; clearly understood; distinct,thanh sở,rõ ràng,我说得很清楚。Tôi nói rất rõ ràng.
晴,qíng,clear; fine (weather),tình,trời nắng,今天是晴天。Hôm nay trời nắng.
情况,qíngkuàng,circumstances; state of affairs; situation; CL:個|个[gè];種|种[zhǒng],tình huống,tình hình/tình huống,了解情况。Hiểu tình hình.
请,qǐng,to ask; to invite; please (do sth); to treat (to a meal etc); to request,thỉnh,xin/mời,请进！Mời vào!
请假,qǐngjià,ask for time off,thỉnh giả,xin nghỉ,我要请假。Tôi phải xin nghỉ.
请客,qǐngkè,give a dinner party; entertain guests; invite to dinner,thỉnh khách,mời khách,我请客。Tôi mời.
穷,qióng,exhausted; poor,cùng,nghèo,他很穷。Anh ấy rất nghèo.
秋,qiū,autumn; fall; harvest time; a swing; surname Qiu,thu,thu/mùa thu,秋天到了。Mùa thu đến rồi.
区别,qūbié,difference; to distinguish; to discriminate; to make a distinction; CL:個|个[gè],khu biệt,sự khác biệt,有区别。Có khác biệt.
取,qǔ,to take; to get; to choose; to fetch,thủ,lấy,取钱。Lấy tiền.
去,qù,to go; to go to (a place); to cause to go or send (sb); to remove; to get rid of; (when used either before or after a verb) to go in order to do sth; to be apart from in space or time; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation); (of a time or an event etc) just passed or elapsed,khứ,đi,我去学校。Tôi đi học.
去年,qùnián,last year,khứ niên,năm ngoái,我去年去中国。Tôi đi Trung Quốc năm ngoái.
全部,quánbù,whole; entire; complete,toàn bộ,toàn bộ,全部完成了。Hoàn thành toàn bộ rồi.
缺点,quēdiǎn,weak point; fault; shortcoming; CL:個|个[gè],khuyết điểm,khuyết điểm,有缺点。Có khuyết điểm.
缺少,quēshǎo,lack; shortage of; shortfall; to be short (of); to lack,khuyết thiếu,thiếu,缺少经验。Thiếu kinh nghiệm.
却,què,but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though,khước,nhưng/lại,我想去;却没时间。Tôi muốn đi nhưng không có thời gian.
确实,quèshí,indeed; really; reliable; real; true,xác thực,quả thực/thực sự,确实如此。Quả thực như vậy.
群,qún,group; crowd; flock; herd; pack etc,quần,(lượng từ),一群人。Một nhóm người.
裙子,qúnzi,skirt; CL:條|条[tiáo],quần tử,váy,一条裙子。Một chiếc váy.
然而,ránér,however; yet; but,nhiên nhi,tuy nhiên,然而他没来。Tuy nhiên anh ấy không đến.
然后,ránhòu,after; then (afterwards); after that; afterwards,nhiên hậu,sau đó/rồi,先吃饭，然后休息。Ăn cơm trước
让,ràng,to yield; to permit; to let sb do sth; to have sb do sth,nhượng,để/cho phép,让我看看。Cho tôi xem.
热,rè,heat; to heat up; fervent; hot (of weather); warm up,nhiệt,nóng,天气很热。Thời tiết rất nóng.
热闹,rènao,bustling with noise and excitement; lively,nhiệt náo,náo nhiệt/sôi động,很热闹。Rất sôi động.
热情,rèqíng,cordial; enthusiastic; passion; passionate; passionately,nhiệt tình,nhiệt tình,他很热情。Anh ấy rất nhiệt tình.
人,rén,man; person; people; CL:個|个[gè];位[wèi],nhân,người,很多人。Nhiều người.
人民币,rénmínbì,Renminbi (RMB); Chinese Yuan (CNY),nhân dân tệ,nhân dân tệ,一百人民币。100 nhân dân tệ.
任何,rènhé,any; whatever; whichever; whatsoever,nhâm hà,bất kỳ,任何人。Bất kỳ ai.
任务,rènwu,mission; assignment; task; duty; role; CL:項|项[xiàng];個|个[gè],nhiệm vụ,nhiệm vụ,完成任务。Hoàn thành nhiệm vụ.
认识,rènshi,to know; to recognize; to be familiar with; acquainted with sth; knowledge; understanding; awareness; cognition,nhận thức,biết/quen,我认识他。Tôi quen anh ấy.
认为,rènwéi,to believe; to think; to consider; to feel,nhận vi,cho rằng/nghĩ rằng,我认为他是对的。Tôi cho rằng anh ấy đúng.
认真,rènzhēn,conscientious; earnest; serious; to take seriously; to take to heart,nhận chân,nghiêm túc/cẩn thận,认真学习。Học tập nghiêm túc.
扔,rēng,to throw; to throw away,nhưỡng,vứt/ném,扔垃圾。Vứt rác.
仍然,réngrán,still; yet,nhưỡng nhiên,vẫn,他仍然在这儿。Anh ấy vẫn ở đây.
日,rì,sun; day; date; day of the month; abbr. for 日本|日本 Japan,nhật,ngày,今天是三日。Hôm nay ngày 3.
日记,rìjì,diary; CL:則|则[zé];本[běn];篇[piān],nhật ký,nhật ký,写日记。Viết nhật ký.
容易,róngyì,easy; likely; liable (to),dung dị,dễ/dễ dàng,这个很容易。Cái này rất dễ.
如果,rúguǒ,if; in case; in the event that,như quả,nếu,如果你来，我很高兴。Nếu bạn đến
入口,rùkǒu,entrance,nhập khẩu,lối vào,在入口。Ở lối vào.
软,ruǎn,soft; flexible,nhuyễn,mềm,床很软。Giường rất mềm.
三,sān,three; 3,tam,ba,三个人。Ba người.
伞,sǎn,umbrella; parasol; CL:把[bǎ],tản,ô/dù,带上伞。Mang theo ô.
散步,sànbù,to take a walk; to go for a walk,tản bộ,đi dạo,去散步。Đi dạo.
森林,sēnlín,forest; CL:片[piàn],sâm lâm,rừng,森林很大。Rừng rất rộng.
沙发,shāfā,sofa; CL:條|条[tiáo];張|张[zhāng],sa-pha,ghế sofa,坐在沙发上。Ngồi trên sofa.
商店,shāngdiàn,store; shop; CL:家[jiā];個|个[gè],thương điếm,cửa hàng,我去商店。Tôi đi cửa hàng.
商量,shāngliang,to consult; to talk over; to discuss,thương lượng,bàn bạc/thương lượng,商量一下。Bàn bạc một chút.
伤心,shāngxīn,to grieve; broken-hearted,thương tâm,buồn/đau lòng,我很伤心。Tôi rất buồn.
上,shàng,on; on top; upon; first (of multiple parts); previous; last; upper; higher; above; to climb; to go into; to go up; to attend (class or university),thượng,trên,在桌子上。Trên bàn.
上班,shàngbān,to go to work; to be on duty; to start work; to go to the office,thượng ban,đi làm,我八点上班。Tôi đi làm lúc 8 giờ.
上网,shàngwǎng,to be on the internet; to stretch a net (in a sports game or for covering sth); to be netted (of fish),thượng vọng,lên mạng,我喜欢上网。Tôi thích lên mạng.
上午,shàngwǔ,morning; CL:個|个[gè],thượng ngọ,buổi sáng,上午我学习。Sáng tôi học.
稍微,shāowēi,a little bit,sảo vi,một chút,稍微等一下。Chờ một chút.
少,shǎo,few; little; lack,thiểu,ít,人很少。Ít người.
社会,shèhuì,society; CL:個|个[gè],xã hội,xã hội,现代社会。Xã hội hiện đại.
谁,shéi,who; also pronounced shuí,thuỳ,ai,你是谁？Bạn là ai?
深,shēn,close; deep; late; profound; dark (of color; water etc),thâm,sâu,水很深。Nước rất sâu.
申请,shēnqǐng,to apply for sth; application (form etc); CL:份[fèn],thân thỉnh,nộp đơn/đăng ký,申请签证。Xin visa.
身体,shēntǐ,(human) body; health; CL:個|个[gè],thân thể,cơ thể,身体好吗？Sức khỏe ổn không?
什么,shénme,what?; who?; something; anything,thập ma,cái gì,你说什么？Bạn nói gì?
甚至,shènzhì,even; so much so that,thậm chí,thậm chí,甚至他都不知道。Thậm chí anh ấy cũng không biết.
生病,shēngbìng,to fall ill; to sicken,sinh bệnh,ốm,我生病了。Tôi bị bệnh.
生活,shēnghuó,life; activity; to live; livelihood,sinh hoạt,cuộc sống,生活很好。Cuộc sống rất tốt.
生命,shēngmìng,life; living; biological; CL:個|个[gè],sinh mệnh,sinh mệnh/mạng sống,珍惜生命。Trân trọng sinh mệnh.
生气,shēngqì,angry; mad; offended; animated; to get angry; to be enraged; to take offense; animation,sinh khí,tức giận/giận,别生气。Đừng giận.
生日,shēngrì,birthday; CL:個|个[gè],sinh nhật,sinh nhật,生日快乐！Chúc mừng sinh nhật!
声音,shēngyīn,voice; sound; CL:個|个[gè],thanh âm,giọng/âm thanh,他的声音很好听。Giọng anh ấy rất hay.
省,shěng,to save; to economize; to do without; to omit; to leave out; province; CL:個|个[gè],tỉnh,tiết kiệm/tỉnh,省钱。Tiết kiệm tiền.
剩,shèng,to remain; to be left; to have as remainder,thặng,còn lại,还剩一点。Còn lại một chút.
失败,shībài,to be defeated; to lose; to fail (e.g. experiments); failure; defeat; CL:次[cì],thất bại,thất bại,他失败了。Anh ấy thất bại rồi.
失望,shīwàng,disappointed; to lose hope; to despair,thất vọng,thất vọng,我很失望。Tôi rất thất vọng.
师傅,shīfu,master; qualified worker; respectful form of address for older men; CL:個|个[gè];位[wèi];名[míng],sư phụ,thầy,师傅好。Chào thầy.
湿润,shīrùn,moist,thấp nhuận,ẩm,天气湿润。Thời tiết ẩm.
狮子,shīzi,lion; CL:隻|只[zhī];頭|头[tóu]; Leo (star sign),sư tử,sư tử,狮子很凶。Sư tử rất dữ.
十,shí,ten; 1,thập,mười,十个人。10 người.
十分,shífēn,to divide into ten equal parts; very; hundred percent; completely; extremely; utterly; absolutely,thập phân,rất/hết sức,十分高兴。Rất vui.
时候,shíhou,time; length of time; moment; period,thì hậu,khi/lúc,什么时候？Khi nào?
时间,shíjiān,time; period; CL:段[duàn],thời gian,thời gian,我没有时间。Tôi không có thời gian.
实际,shíjì,actual; reality; practice,thực tế,thực tế,实际情况。Tình hình thực tế.
实在,shízài,in reality; honestly; really; verily; concrete,thực tại,thực sự,实在不行。Thực sự không được.
食品,shípǐn,foodstuff; food; provisions; CL:種|种[zhǒng],thực phẩm,thực phẩm,食品安全。An toàn thực phẩm.
使,shǐ,to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger,sử,sử dụng/làm cho,使用工具。Sử dụng công cụ.
使用,shǐyòng,to use; to employ; to apply; to make use of,sử dụng,sử dụng,使用手机。Sử dụng điện thoại.
是,shì,is; are; am; yes; to be,thị,là,这是我。Đây là tôi.
试,shì,to test; to try; experiment; examination; test,thí,thử/thi,试一试。Thử một lần.
市场,shìchǎng,market place; market (also in abstract); abbr. for 超級市場|超级市场 supermarket; CL:個|个[gè],thị trường,thị trường,去市场。Đi chợ.
适合,shìhé,to fit; to suit,thích hợp,thích hợp,很适合。Rất thích hợp.
适应,shìyìng,to suit; to fit; to be suitable; to adapt; to get used to sth,thích ứng,thích nghi/thích ứng,适应环境。Thích nghi môi trường.
世纪,shìjì,century; CL:個|个[gè],thế kỷ,thế kỷ,21世纪。Thế kỷ 21.
世界,shìjiè,world; CL:個|个[gè],thế giới,thế giới,全世界。Toàn thế giới.
事情,shìqíng,affair; matter; thing; business; CL:件[jiàn];樁|桩[zhuāng],sự tình,sự việc,什么事情？Chuyện gì vậy?
收,shōu,to receive; to accept; to collect; in care of (used on address line after name),thu,nhận/thu,收到了。Nhận được rồi.
收入,shōurù,to take in; income; revenue; CL:筆|笔[bǐ];個|个[gè],thu nhập,thu nhập,我的收入。Thu nhập của tôi.
收拾,shōushi,to put in order; to tidy up; to pack; to repair; to punish (colloquial); to manage,thu thập,dọn dẹp/thu xếp,收拾房间。Dọn dẹp phòng.
手表,shǒubiǎo,wrist watch; CL:塊|块[kuài];隻|只[zhī];個|个[gè],thủ biểu,đồng hồ đeo tay,我的手表。Đồng hồ của tôi.
手机,shǒujī,cell phone; cellular phone; mobile phone; CL:部[bù],thủ cơ,điện thoại di động,我的手机没电了。Điện thoại tôi hết pin rồi.
首都,shǒudū,capital (city); CL:個|个[gè],thủ đô,thủ đô,北京是首都。Bắc Kinh là thủ đô.
首先,shǒuxiān,first (of all); in the first place,thủ tiên,trước tiên/trước hết,首先要学习。Trước hết phải học.
瘦,shòu,tight; thin; lean,sấu,gầy,她很瘦。Cô ấy rất gầy.
受不了,shòubùliǎo,unbearable; unable to endure; can't stand,thọ bất liễu,không chịu nổi,我受不了了。Tôi không chịu nổi.
受到,shòudào,to receive; to suffer; obtained; given,thọ đáo,nhận được/bị,受到欢迎。Được hoan nghênh.
售货员,shòuhuòyuán,salesperson; CL:個|个[gè],thụ hóa viên,nhân viên bán hàng,她是售货员。Cô ấy là nhân viên bán hàng.
书,shū,book; letter; CL:本[běn];冊|册[cè];部[bù]; see also 書經|书经 Book of History,thư,sách,我买书。Tôi mua sách.
输,shū,to lose; to transport; to donate; to enter (a password),thâu,thua,我输了。Tôi thua rồi.
舒服,shūfu,comfortable; feeling well,thư phục,thoải mái,我觉得很舒服。Tôi cảm thấy rất thoải mái.
叔叔,shūshu,father's younger brother; uncle; Taiwan pr. shú shu; CL:個|个[gè],thúc thúc,chú/bác,我叔叔来了。Chú tôi đến rồi.
熟悉,shúxī,to be familiar with; to know well,thục tập,quen thuộc,很熟悉。Rất quen thuộc.
树,shù,tree; CL:棵[kē],thụ,cây,这棵树很高。Cây này rất cao.
数量,shùliàng,amount; quantity; CL:個|个[gè],số lượng,số lượng,数量很多。Số lượng rất nhiều.
数学,shùxué,mathematics; mathematical,số học,toán học,我喜欢数学。Tôi thích toán.
数字,shùzì,numeral; digit; number; figure; amount; digital (electronics etc); CL:個|个[gè],số tự,số,写数字。Viết số.
刷牙,shuāyá,to brush teeth,toát nha,đánh răng,我每天刷牙。Tôi đánh răng mỗi ngày.
帅,shuài,handsome; graceful; smart; commander in chief,súy,đẹp trai,他很帅。Anh ấy rất đẹp trai.
双,shuāng,two; double; pair; both,song,đôi/cặp,一双鞋。Một đôi giày.
水,shuǐ,water; river; liquid; beverage; additional charges or income; (of clothes) classifier for number of washes,thuỷ,nước,我喝水。Tôi uống nước.
水果,shuǐguǒ,fruit; CL:個|个[gè],thuỷ quả,trái cây,我喜欢吃水果。Tôi thích ăn trái cây.
水平,shuǐpíng,level (of achievement etc); standard; horizontal,thuỷ bình,trình độ,汉语水平。Trình độ tiếng Trung.
睡觉,shuìjiào,to go to bed; to go to sleep,thuỵ giác,ngủ,我去睡觉。Tôi đi ngủ.
顺便,shùnbiàn,conveniently; in passing; without much extra effort,thuận tiện,tiện thể,顺便问一下。Tiện thể hỏi một chút.
顺利,shùnlì,smoothly; without a hitch,thuận lợi,thuận lợi,很顺利。Rất thuận lợi.
顺序,shùnxù,sequence; order,thuận tự,thứ tự,按顺序。Theo thứ tự.
说话,shuōhuà,to speak; to say; to talk; to gossip; to tell stories; talk; word,thuyết thoại,nói chuyện,不要说话。Đừng nói chuyện.
说明,shuōmíng,to explain; to illustrate; explanation; directions; caption; CL:個|个[gè],thuyết minh,giải thích/thuyết minh,说明一下。Giải thích một chút.
硕士,shuòshì,master's degree; learned person,thạc sĩ,thạc sĩ,硕士学位。Bằng thạc sĩ.
司机,sījī,chauffeur; driver; CL:個|个[gè],ti cơ,tài xế,他是司机。Anh ấy là tài xế.
死,sǐ,to die; impassable; uncrossable; inflexible; rigid; extremely,tử,chết,他死了。Anh ấy chết rồi.
四,sì,four; 4,tứ,bốn,四个人。4 người.
送,sòng,to deliver; to carry; to give (as a present); to present (with); to see off; to send,tống,tặng/đưa,我送你回家。Tôi đưa bạn về.
速度,sùdù,speed; rate; velocity; CL:個|个[gè],tốc độ,tốc độ,速度很快。Tốc độ rất nhanh.
塑料袋,sùliàodài,plastic bag,tố liệu đãi,túi ni lông,用塑料袋。Dùng túi ni lông.
酸,suān,sour; sore; ache; acid,toan,chua,很酸。Rất chua.
算,suàn,regard as; to figure; to calculate; to compute,toán,tính/coi như,算了。Thôi vậy.
虽然,suīrán,although; even though; even if,tuy nhiên,tuy/mặc dù,虽然很累，但是很高兴。Tuy mệt nhưng rất vui.
随便,suíbiàn,as one wishes; as one pleases; at random; negligent; casual; wanton,tùy tiện,tùy ý/tùy tiện,随便坐。Ngồi tùy ý.
随着,suízhe,along with; in the wake of; following,tùy trước,theo/cùng với,随着时间。Theo thời gian.
岁,suì,classifier for years (of age); year; year (of crop harvests),tuế,tuổi,我二十岁。Tôi 20 tuổi.
孙子,sūnzi,grandson; son's son,tôn tử,cháu trai,我的孙子。Cháu trai tôi.
所以,suǒyǐ,therefore; as a result; so,sở dĩ,cho nên,所以我不去了。Cho nên tôi không đi.
所有,suǒyǒu,all; to have; to possess; to own,sở hữu,tất cả,所有人。Tất cả mọi người.
他,tā,he or him; (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); other; another,tha,anh ấy,他是老师。Anh ấy là giáo viên.
她,tā,she,tha,cô ấy,她很好。Cô ấy rất tốt.
它,tā,it,tha,nó,它很可爱。Nó rất dễ thương.
台,tái,desk; platform; stage; terrace; stand; support; desk; station; broadcasting station; classifier for vehicles or machines; Taiwan (abbr.),đài,(lượng từ),一台电脑。Một máy tính.
抬,tái,to lift; to raise; (of two or more persons) to carry,đài,nâng/nhấc,抬头。Ngẩng đầu.
太,tài,highest; greatest; too (much); very; extremely,thái,quá,太热了！Nóng quá!
太阳,tàiyáng,sun; CL:個|个[gè],thái dương,mặt trời,太阳很大。Mặt trời rất to.
态度,tàidu,manner; bearing; attitude; approach; CL:個|个[gè],thái độ,thái độ,态度很好。Thái độ rất tốt.
谈,tán,to speak; to talk; to converse; to chat; to discuss,đàm,nói/đàm,谈话。Nói chuyện.
弹钢琴,tángāngqín,play the piano,đàn cương cầm,chơi piano/đàn dương cầm,她会弹钢琴。Cô ấy biết chơi piano.
汤,tāng,soup; hot or boiling water; decoction of medicinal herbs; water in which sth has been boiled,thang,súp/canh,喝汤。Uống súp.
趟,tāng,to wade; to trample; to turn the soil,tảng,(lượng từ),一趟。Một lần/một chuyến.
糖,táng,sugar; sweets; candy; CL:顆|颗[kē];塊|块[kuài],đường,đường/kẹo,吃糖。Ăn kẹo.
躺,tǎng,to recline; to lie down,thảng,nằm,躺下。Nằm xuống.
讨论,tǎolùn,to discuss; to talk over; CL:個|个[gè],thảo luận,thảo luận,讨论问题。Thảo luận vấn đề.
讨厌,tǎoyàn,disgusting; troublesome; nuisance; nasty; to hate doing sth,thảo yếm,ghét/khó chịu,我讨厌他。Tôi ghét anh ấy.
特别,tèbié,especially; special; particular; unusual,đặc biệt,đặc biệt,特别好。Đặc biệt tốt.
特点,tèdiǎn,characteristic (feature); trait; feature; CL:個|个[gè],đặc điểm,đặc điểm,有特点。Có đặc điểm.
疼,téng,(it) hurts; love fondly; ache; pain; sore,thống,đau,头疼。Đau đầu.
踢足球,tīzúqiú,play soccer(football),thích túc cầu,đá bóng,我喜欢踢足球。Tôi thích đá bóng.
题,tí,topic; problem for discussion; exam question; subject; to inscribe; to mention; surname Ti; CL:個|个[gè];道[dào],đề,đề bài,这道题很难。Bài này khó.
提高,tígāo,to raise; to increase,đề cao,nâng cao/tăng,提高水平。Nâng cao trình độ.
提供,tígōng,to offer; to supply; to provide; to furnish,đề cung,cung cấp,提供帮助。Cung cấp giúp đỡ.
提前,tíqián,to shift to an earlier date; to bring forward; to advance,đề tiền,sớm hơn/trước,提前到达。Đến sớm hơn.
提醒,tíxǐng,to remind; to call attention to; to warn of,đề tỉnh,nhắc nhở,提醒一下。Nhắc nhở một chút.
体育,tǐyù,sports; physical education,thể dục,thể dục,我喜欢体育。Tôi thích thể dục.
天气,tiānqì,weather,thiên khí,thời tiết,今天天气很好。Hôm nay thời tiết đẹp.
甜,tián,sweet,điềm,ngọt,这个很甜。Cái này rất ngọt.
填空,tiánkòng,to fill a job vacancy; to fill in a blank (e.g. on questionnaire or exam paper),điền không,điền vào chỗ trống,填空练习。Bài tập điền vào chỗ trống.
条,tiáo,strip; item; article; clause (of law or treaty); classifier for long thin things (ribbon; river; road; trousers etc),điều,sợi/cái (dài),一条裤子。Một cái quần.
条件,tiáojiàn,condition; circumstances; term; factor; requirement; prerequisite; qualification; CL:個|个[gè],điều kiện,điều kiện,生活条件。Điều kiện sống.
跳舞,tiàowǔ,to dance,khiêu vũ,nhảy múa,她喜欢跳舞。Cô ấy thích nhảy.
听,tīng,to listen; to hear; to obey; a can (loanword from English tin); classifier for canned beverages,thính,nghe,我听音乐。Tôi nghe nhạc.
停止,tíngzhǐ,to stop; to halt; to cease,đình chỉ,ngừng/dừng lại,停止工作。Ngừng làm việc.
挺,tǐng,to stick out; to (physically) straighten up; to endure or hold out; straight; stiff; outstanding; extraordinary; rather; quite; very; classifier for machine guns,đỉnh,khá/rất,挺好的。Khá tốt.
通过,tōngguò,by means of; through; via; to pass through; to get through; to adopt; to pass (a bill); to switch over,thông qua,thông qua/qua,通过考试。Qua kỳ thi.
通知,tōngzhī,to notify; to inform; notice; notification; CL:個|个[gè],thông tri,thông báo,通知大家。Thông báo mọi người.
同情,tóngqíng,compassion; relent; sympathize; sympathy,đồng tình,thông cảm/thương,我同情他。Tôi thương anh ấy.
同事,tóngshì,colleague; co-worker; CL:個|个[gè];位[wèi],đồng sự,đồng nghiệp,他是我的同事。Anh ấy là đồng nghiệp của tôi.
同学,tóngxué,(fellow) classmate; CL:位[wèi];個|个[gè],đồng học,bạn học,我是你的同学。Tôi là bạn học của bạn.
同意,tóngyì,to agree; to consent; to approve,đồng ý,đồng ý,我同意你的看法。Tôi đồng ý ý kiến của bạn.
头发,tóufa,hair (on the head),đầu phát,tóc,她的头发很长。Tóc cô ấy rất dài.
突然,tūrán,sudden; abrupt; unexpected,đột nhiên,đột nhiên,天气突然变冷了。Thời tiết đột nhiên lạnh.
图书馆,túshūguǎn,library; CL:家[jiā];個|个[gè],đồ thư quán,thư viện,我在图书馆看书。Tôi đọc sách ở thư viện.
推,tuī,to push; to cut; to refuse; to reject; to decline; to shirk (responsibility); to put off; to delay; to push forward; to nominate; to elect,thôi,đẩy,推门。Đẩy cửa.
推迟,tuīchí,to postpone; to put off; to defer,thôi trì,trì hoãn/hoãn lại,推迟会议。Hoãn cuộc họp.
腿,tuǐ,leg; CL:條|条[tiáo],thối,chân/đùi,我的腿疼。Chân tôi đau.
脱,tuō,to shed; to take off; to escape; to get away from,thoát,cởi/tháo,脱衣服。Cởi quần áo.
袜子,wàzi,socks; stockings; CL:隻|只[zhī];對|对[duì];雙|双[shuāng],vạt tử,tất/vớ,一双袜子。Một đôi tất.
外,wài,outside; in addition; foreign; external,ngoại,bên ngoài,外面很冷。Bên ngoài rất lạnh.
玩,wán,toy; sth used for amusement; curio or antique (Taiwan pr. wàn); to play; to have fun; to trifle with; to keep sth for entertainment,ngoạn,chơi,我们一起玩吧。Chúng ta cùng chơi nhé.
完,wán,to finish; to be over; whole; complete; entire,hoàn,xong,我做完了。Tôi làm xong rồi.
完成,wánchéng,complete; accomplish; perfect tense (grammar),hoàn thành,hoàn thành,完成作业。Hoàn thành bài tập.
完全,wánquán,complete; whole; totally; entirely,hoàn toàn,hoàn toàn,完全正确。Hoàn toàn đúng.
碗,wǎn,bowl; cup; CL:隻|只[zhī];個|个[gè],oản,bát/chén,一碗饭。Một bát cơm.
晚上,wǎnshang,in the evening; CL:個|个[gè],vãn thượng,buổi tối,晚上见。Hẹn gặp tối nay.
万,wàn,ten thousand; a great number,vạn,vạn/mười nghìn,一万块钱。Một vạn tệ.
往,wǎng,to go (in a direction); to; towards; (of a train) bound for; past; previous,vãng,về phía/đi,往前走。Đi về phía trước.
往往,wǎngwǎng,often; frequently,vãng vãng,thường thường,他往往迟到。Anh ấy thường xuyên đến muộn.
网球,wǎngqiú,tennis; CL:個|个[gè],võng cầu,quần vợt/tennis,打网球。Chơi tennis.
网站,wǎngzhàn,website; network station; node,võng trạm,trang web,访问网站。Truy cập trang web.
忘记,wàngjì,to forget,vong kí,quên,我忘记了。Tôi quên rồi.
危险,wēixiǎn,danger; dangerous,nguy hiểm,nguy hiểm,很危险。Rất nguy hiểm.
喂,wèi,hello (interj.; esp. on telephone); hey; to feed (sb or some animal),vị,alo,喂，你好！Alo; xin chào!
位,wèi,position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 1-bit or 2 bytes),vị,(lượng từ lịch sự),一位老师。Một thầy giáo.
为,wèi,because of; for; to,vi,vì/cho,为了你。Vì bạn.
为了,wèile,in order to; for the purpose of; so as to,vị liễu,vì/để,为了学习。Để học tập.
为什么,wèishénme,why?; for what reason?,vị thập ma,tại sao/vì sao,为什么不去？Tại sao không đi?
味道,wèidào,flavor; smell; hint of,vị đạo,vị/mùi vị,味道很好。Vị rất ngon.
温度,wēndù,temperature; CL:個|个[gè],ôn độ,nhiệt độ,温度很高。Nhiệt độ rất cao.
文化,wénhuà,culture; civilization; cultural; CL:個|个[gè];種|种[zhǒng],văn hóa,văn hóa,中国文化。Văn hóa Trung Quốc.
文章,wénzhāng,article; essay; literary works; writings; hidden meaning; CL:篇[piān];段[duàn];頁|页[yè],văn chương,bài viết,写文章。Viết bài.
问,wèn,to ask,vấn,hỏi,我问你一个问题。Tôi hỏi bạn 1 câu.
问题,wèntí,question; problem; issue; topic; CL:個|个[gè],vấn đề,câu hỏi,这个问题很简单。Câu hỏi này rất dễ.
我,wǒ,I; me; my,ngã,tôi,我是学生。Tôi là học sinh.
我们,wǒmen,we; us; ourselves; our,ngã môn,chúng tôi/chúng ta,我们是朋友。Chúng ta là bạn.
握手,wòshǒu,to shake hands,ác thủ,bắt tay,握手。Bắt tay.
污染,wūrǎn,pollution; contamination; CL:個|个[gè],ô nhiễm,ô nhiễm,空气污染。Ô nhiễm không khí.
无,wú,-less; not to have; no; none; not; to lack; un-,vô,không,无法。Không cách nào.
无聊,wúliáo,nonsense; bored,vô liêu,buồn chán/vô nghĩa,很无聊。Rất buồn chán.
无论,wúlùn,no matter what or how; regardless of whether...,vô luận,bất kể/dù,无论如何。Dù sao.
五,wǔ,five; 5,ngũ,năm,五个人。5 người.
误会,wùhuì,to misunderstand; to mistake; misunderstanding; CL:個|个[gè],ngộ hội,hiểu lầm,别误会。Đừng hiểu lầm.
西,xī,west,tây,tây/phương Tây,太阳从西边落下。Mặt trời lặn ở phương Tây.
西瓜,xīguā,watermelon; CL:條|条[tiáo],tây qua,dưa hấu,我爱吃西瓜。Tôi thích ăn dưa hấu.
西红柿,xīhóngshì,tomato; CL:隻|只[zhī],tây hồng thị,cà chua,吃西红柿。Ăn cà chua.
希望,xīwàng,to wish for; to desire; hope CL:個|个[gè],hi vọng,hy vọng,我希望你快乐。Tôi hy vọng bạn vui vẻ.
吸引,xīyǐn,to attract (interest; investment etc); CL:個|个[gè],hấp dẫn,hấp dẫn/thu hút,吸引游客。Thu hút khách du lịch.
