Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
随便,suíbiàn,as one wishes; as one pleases; at random; negligent; casual; wanton,tùy tiện,tùy ý/tùy tiện,随便坐。Ngồi tùy ý.
随即,suíjí,immediately; presently; following which,tùy tức,ngay sau đó/즉시,随即出发。Ngay sau đó khởi hành.
随身,suíshēn,to (carry) on one's person; to (take) with one,tùy thân,mang theo/휴대,随身携带。Mang theo bên người.
随时,suíshí,at any time,tuỳ thời,bất cứ lúc nào,随时联系。Liên lạc bất cứ lúc nào.
随手,suíshǒu,conveniently; without extra trouble; while doing it; in passing,tùy thủ,thuận tay/수시로,随手关门。Thuận tay đóng cửa.
随意,suíyì,as one wishes; according to one's wishes; at will; voluntary; conscious,tùy ý,tùy ý/마음대로,随意选择。Tùy ý lựa chọn.
随着,suízhe,along with; in the wake of; following,tùy trước,theo/cùng với,随着时间。Theo thời gian.
岁,suì,classifier for years (of age); year; year (of crop harvests),tuế,tuổi,我二十岁。Tôi 20 tuổi.
碎,suì,to break down; to break into pieces; fragmentary,toái,vỡ/nát,打碎了。Đánh vỡ rồi.
隧道,suìdào,tunnel,toại đạo,đường hầm/터널,穿过隧道。Đi qua đường hầm.
岁月,suìyuè,years; passing of time,tuế nguyệt,năm tháng/세월,岁月流逝。Năm tháng trôi qua.
孙子,sūnzi,grandson (paternal),tôn tử,cháu trai,我的孙子。Cháu trai tôi.
损坏,sǔnhuài,to damage; to injure,tổn hoại,hư hỏng/손상,损坏财物。Hư hỏng tài sản.
损失,sǔnshī,loss; damage; CL:個|个[gè]; to lose; to damage,tổn thất,thiệt hại/tổn thất,造成损失。Gây thiệt hại.
缩短,suōduǎn,to curtail; to cut down,súc đoản,rút ngắn,缩短时间。Rút ngắn thời gian.
缩小,suōxiǎo,reduce; decrease,súc tiểu,thu nhỏ/giảm bớt,缩小差距。Thu hẹp khoảng cách.
所,suǒ,actually; place; classifier for houses; small buildings; institutions etc; that which; particle introducing a relative clause or passive; CL:個|个[gè],sở,(lượng từ),一所学校。Một trường học.
锁,suǒ,to lock up; to lock; CL:把[bǎ],toả,khóa,锁门。Khóa cửa.
索赔,suǒpéi,to ask for compensation; to claim damages; claim for damages,tác bồi,đòi bồi thường/배상청구,提出索赔。Đòi bồi thường.
所谓,suǒwèi,so-called; what is called,sở vị,cái gọi là,所谓专家。Cái gọi là chuyên gia.
索性,suǒxìng,you might as well (do it); simply; just,tác tính,đơn giản là/아예,索性不去了。Đơn giản là không đi.
所以,suǒyǐ,therefore; as a result; so,sở dĩ,cho nên,所以我不去了。Cho nên tôi không đi.
所有,suǒyǒu,all; to have; to possess; to own,sở hữu,tất cả,所有人。Tất cả mọi người.
他,tā,he or him; (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); other; another,tha,anh ấy,他是老师。Anh ấy là giáo viên.
她,tā,she,tha,cô ấy,她很好。Cô ấy rất tốt.
它,tā,it,tha,nó,它很可爱。Nó rất dễ thương.
塌,tā,collapse,tháp,sụp/무너지다,房屋塌了。Nhà sụp.
踏实,tàshí,practical; down-to-earth; realistic; firmly based; steadfast; to have peace of mind; free from anxiety,đạp thực,chắc chắn/착실,工作踏实。Làm việc chắc chắn.
塔,tǎ,pagoda; tower; minaret; stupa (abbr. loanword from Sanskrit tapo); CL:座[zuò],tháp,tháp,宝塔。Bảo tháp.
台,tái,desk; platform; stage; terrace; stand; support; desk; station; broadcasting station; classifier for vehicles or machines; Taiwan (abbr.),đài,(lượng từ),一台电脑。Một máy tính.
抬,tái,to lift; to raise; (of two or more persons) to carry,đài,nâng/nhấc,抬头。Ngẩng đầu.
台风,táifēng,hurricane; typhoon,đài phong,bão/태풍,台风来临。Bão đến.
台阶,táijiē,flight of steps (leading up to a house); step (over obstacle); bench; fig. way out of an embarrassing situation,đài giai,bậc thang,上台阶。Lên bậc thang.
太,tài,highest; greatest; too (much); very; extremely,thái,quá,太热了！Nóng quá!
泰斗,tàidǒu,leading scholar of his time; magnate,thái đẩu,bậc thầy/태두,学术泰斗。Bậc thầy học thuật.
态度,tàidù,manner; bearing; attitude; approach; CL:個|个[gè],thái độ,thái độ,态度很好。Thái độ rất tốt.
太极拳,tàijíquán,shadowboxing or Taiji; T'aichi or T'aichichuan; traditional form of physical exercise or relaxation; a martial art,thái cực quyền,thái cực quyền,打太极拳。Tập thái cực quyền.
太空,tàikōng,outer space,thái không,không gian/우주,太空探索。Khám phá không gian.
太太,tàitài,married woman; Mrs.; Madam; wife; CL:個|个[gè];位[wèi],thái thái,vợ/phu nhân,我太太。Vợ tôi.
太阳,tàiyáng,sun; CL:個|个[gè],thái dương,mặt trời,太阳很大。Mặt trời rất to.
瘫痪,tānhuàn,paralysis,than hoán,liệt/마비,下肢瘫痪。Tê liệt chi dưới.
贪婪,tānlán,avaricious; greedy; rapacious; insatiable; avid,tham lam,tham lam/탐욕,贪婪的欲望。Dục vọng tham lam.
摊儿,tānér,street vendor's stall or stand,than,sạp/가판,摆摊儿。Bày sạp.
贪污,tānwū,corruption,tham ô,tham ô/탐오,贪污腐败。Tham ô tham nhũng.
谈,tán,to talk,đàm,nói/đàm,谈话。Nói chuyện.
弹钢琴,tángāngqín,play the piano,đàn cương cầm,chơi piano/đàn dương cầm,她会弹钢琴。Cô ấy biết chơi piano.
谈判,tánpàn,to negotiate; negotiation; talks; conference; CL:個|个[gè],đàm phán,đàm phán,谈判合同。Đàm phán hợp đồng.
弹性,tánxìng,flexibility; elasticity (physics),đàn tính,tính đàn hồi/탄력,有弹性。Có tính đàn hồi.
坦白,tǎnbái,honest; forthcoming; to confess,thản bạch,thành thật/솔직,坦白交代。Thành thật khai báo.
坦率,tǎnshuài,frank (discussion); blunt; open,thản suất,thẳng thắn/thành thật,态度坦率。Thái độ thẳng thắn.
探测,tàncè,to probe; to take readings; to explore; exploration,thám trắc,thăm dò/탐측,探测器。Máy thăm dò.
叹气,tànqì,to sigh; to heave a sigh,thán khí,thở dài/한숨,唉声叹气。Thở dài than vãn.
探索,tànsuǒ,to explore; to probe; commonly used in names of publications or documentaries,thám sách,khám phá/탐색,探索真理。Khám phá chân lý.
探讨,tàntǎo,to investigate; to probe,thám thảo,thảo luận/탐토,探讨问题。Thảo luận vấn đề.
探望,tànwàng,to visit,thám vọng,thăm/방문,探望病人。Thăm người bệnh.
汤,tāng,soup; broth; hot water,thang,súp/canh,喝汤。Uống súp.
糖,táng,sugar; sweets; candy; CL:顆|颗[kē];塊|块[kuài],đường,đường/kẹo,吃糖。Ăn kẹo.
糖葫芦,tánghúlú,sugar coated Chinese hawthorn fruit on a stick; tanghulu,đường hồ lô,kẹo mọc/탕후루,吃糖葫芦。Ăn kẹo mọc.
躺,tǎng,to recline; to lie down,thảng,nằm,躺下。Nằm xuống.
趟,tàng,quantifier for the number of trips or runs made,tảng,(lượng từ),一趟。Một lần/một chuyến.
烫,tàng,to scald; to burn; to iron; hot,thang,nóng/bỏng,水很烫。Nước rất nóng.
掏,tāo,to fish out (from pocket); to scoop,thao,lấy ra/꺼내다,掏钱。Lấy tiền ra.
滔滔不绝,tāotāobùjué,unceasing torrent (idiom); talking non-stop; gabbling forty to the dozen,thao thao bất tuyệt,nói không ngừng,滔滔不绝地说。Nói không ngừng.
桃,táo,peach,đào,đào,桃花。Hoa đào.
逃,táo,to escape; to run away; to flee,đào,trốn/chạy,逃走。Chạy trốn.
逃避,táobì,to escape; to evade; to avoid; to shirk,đào tị,trốn tránh,逃避责任。Trốn tránh trách nhiệm.
陶瓷,táocí,pottery and porcelain; ceramics,đào từ,gốm sứ/도자기,陶瓷制品。Sản phẩm gốm sứ.
淘气,táoqì,naughty; bad,đào khí,nghịch ngợm/장난,孩子淘气。Trẻ nghịch ngợm.
淘汰,táotài,to wash out; elimination (by selection); natural selection; to knock out (in a competition); to die out; to phase out,đào thải,loại bỏ/도태,优胜劣汰。Ưu thắng liệt thải.
讨价还价,tǎojiàhuánjià,haggle over price,thảo giá hoàn giá,mặc cả,讨价还价买东西。Mặc cả mua đồ.
讨论,tǎolùn,to discuss; to talk over; CL:個|个[gè],thảo luận,thảo luận,讨论问题。Thảo luận vấn đề.
讨厌,tǎoyàn,disgusting; troublesome; nuisance; nasty; to hate doing sth,thảo yếm,ghét/khó chịu,我讨厌他。Tôi ghét anh ấy.
套,tào,cover; sheath; to encase; a case; to overlap; to interleave; bend (of a river or mountain range; in place names); harness; classifier for sets; collections; tau (Greek letter Ττ),thao,bộ/lớp,一套书。Một bộ sách.
特别,tèbié,especially; special; particular; unusual,đặc biệt,đặc biệt,特别好。Đặc biệt tốt.
特长,tècháng,personal strength; one's special ability or strong points,đặc trường,sở trường/특기,发挥特长。Phát huy sở trường.
特点,tèdiǎn,characteristic (feature); trait; feature; CL:個|个[gè],đặc điểm,đặc điểm,有特点。Có đặc điểm.
特定,tèdìng,special; specific; designated; particular,đặc định,đặc định/특정,特定条件。Điều kiện đặc định.
特色,tèsè,characteristic; distinguishing feature or quality,đặc sắc,đặc sắc/특색,民族特色。Đặc sắc dân tộc.
特殊,tèshū,special; particular; unusual; extraordinary,đặc thù,đặc biệt/đặc thù,特殊情况。Tình huống đặc biệt.
特意,tèyì,specially; intentionally,đặc ý,đặc biệt/cố ý,特意来。Đặc biệt đến.
特征,tèzhēng,characteristic; diagnostic property; distinctive feature; trait,đặc trưng,đặc trưng/đặc điểm,主要特征。Đặc trưng chính.
疼,téng,(it) hurts; love fondly; ache; pain; sore,thống,đau,头疼。Đau đầu.
疼爱,téngài,to love dearly,đống ái,yêu thương,疼爱孩子。Yêu thương con.
踢足球,tīzúqiú,play soccer(football),thích túc cầu,đá bóng,我喜欢踢足球。Tôi thích đá bóng.
提,tí,to carry; to lift; to raise,đề,xách/đề xuất,提问题。Đặt câu hỏi.
题,tí,topic; problem for discussion; exam question; subject; to inscribe; to mention; surname Ti; CL:個|个[gè];道[dào],đề,đề bài,这道题很难。Bài này khó.
提拔,tíbá,to promote to a higher job; to select for promotion,đề bạt,đề bạt/발탁,提拔干部。Đề bạt cán bộ.
题材,tícái,subject matter,đề tài,đề tài/제재,文学题材。Đề tài văn học.
提倡,tíchàng,to promote; to advocate,đề xướng,đề xướng/khuyến khích,提倡节约。Khuyến khích tiết kiệm.
提纲,tígāng,the key point; outline,đề cương,đề cương/phác thảo,写提纲。Viết đề cương.
提高,tígāo,to raise; to increase,đề cao,nâng cao/tăng,提高水平。Nâng cao trình độ.
提供,tígōng,to offer; to supply; to provide; to furnish,đề cung,cung cấp,提供帮助。Cung cấp giúp đỡ.
提炼,tíliàn,to extract (ore; minerals etc); to refine; to purify; to process,đề luyện,chiết xuất/추출,提炼石油。Chiết xuất dầu mỏ.
题目,tímù,subject; title; topic; CL:個|个[gè],đề mục,đề tài/đề mục,作文题目。Đề tài tác văn.
提前,tíqián,to shift to an earlier date; to bring forward; to advance,đề tiền,sớm hơn/trước,提前到达。Đến sớm hơn.
提示,tíshì,to prompt; to present; to point out; to draw attention to sth; hint; brief; cue,đề thị,nhắc nhở/암시,提示信息。Nhắc nhở thông tin.
提问,tíwèn,to question; to quiz; to grill,đề vấn,đặt câu hỏi,提问题。Đặt câu hỏi.
提醒,tíxǐng,to remind; to call attention to; to warn of,đề tỉnh,nhắc nhở,提醒一下。Nhắc nhở một chút.
提议,tíyì,proposal; suggestion; to propose; to suggest,đề nghị,đề nghị/제의,提出提议。Đưa ra đề nghị.
体会,tǐhuì,know (through learning or by experience); CL:個|个[gè],thể hội,thấu hiểu/trải nghiệm,体会感受。Trải nghiệm cảm nhận.
体积,tǐjī,volume; bulk; CL:個|个[gè],thể tích,thể tích,计算体积。Tính thể tích.
体谅,tǐliàng,to empathize; to allow (for something); to show understanding; to appreciate,thể lượng,thông cảm/이해,互相体谅。Thông cảm lẫn nhau.
体面,tǐmiàn,dignity; face (as in losing face); honorable; creditable; pretty,thể diện,thể diện/체면,很体面。Rất thể diện.
体贴,tǐtiē,considerate (of other people's needs),thể thiếp,chu đáo/ân cần,很体贴。Rất chu đáo.
体系,tǐxì,system; setup; CL:個|个[gè],thể hệ,hệ thống/체계,教育体系。Hệ thống giáo dục.
体现,tǐxiàn,to embody; to reflect; to incarnate,thể hiện,thể hiện,体现精神。Thể hiện tinh thần.
体验,tǐyàn,to experience for oneself,thể nghiệm,trải nghiệm,体验生活。Trải nghiệm cuộc sống.
体育,tǐyù,sports; physical education,thể dục,thể dục,我喜欢体育。Tôi thích thể dục.
天才,tiāncái,talent; gift; genius; talented; gifted,thiên tài,thiên tài/천재,音乐天才。Thiên tài âm nhạc.
天空,tiānkōng,sky,thiên không,bầu trời,蓝天空。Bầu trời xanh.
天伦之乐,tiānlúnzhīlè,pleasure of heavenly agreement (idiom); family love and joy; domestic bliss,thiên luân chi lạc,niềm vui gia đình,享受天伦之乐。Tận hưởng niềm vui gia đình.
天气,tiānqì,weather,thiên khí,thời tiết,今天天气很好。Hôm nay thời tiết đẹp.
天然气,tiānránqì,natural gas,thiên nhiên khí,khí đốt tự nhiên/천연가스,使用天然气。Sử dụng khí đốt tự nhiên.
天生,tiānshēng,innate; natural,thiên sinh,sinh ra/천성,天生丽质。Sinh ra đẹp.
天堂,tiāntáng,paradise; heaven,thiên đường,thiên đường/천국,人间天堂。Thiên đường trần gian.
天文,tiānwén,astronomy,thiên văn,thiên văn/천문,天文学。Thiên văn học.
天真,tiānzhēn,naive; innocent; artless,thiên chân,ngây thơ/hồn nhiên,很天真。Rất ngây thơ.
甜,tián,sweet,điềm,ngọt,这个很甜。Cái này rất ngọt.
田径,tiánjìng,track and field (athletics),điền kính,điền kinh/육상,田径运动。Môn điền kinh.
填空,tiánkòng,to fill a job vacancy; to fill in a blank (e.g. on questionnaire or exam paper),điền không,điền vào chỗ trống,填空练习。Bài tập điền vào chỗ trống.
田野,tiányě,field; open land; CL:片[piàn],điền dã,đồng ruộng/cánh đồng,在田野上。Trên cánh đồng.
舔,tiǎn,to lick; to lap,thiệm,liếm/핥다,舔冰棍。Liếm kem.
挑剔,tiāotī,picky; fussy,thiêu thích,khó tính/까다롭다,很挑剔。Rất khó tính.
条,tiáo,strip; item; article; clause (of law or treaty); classifier for long thin things (ribbon; river; road; trousers etc),điều,sợi/cái (dài),一条裤子。Một cái quần.
调和,tiáohé,harmonious; harmony,điều hòa,hòa giải/조화,调和关系。Hòa giải quan hệ.
调剂,tiáojì,to adjust; to balance; to make up a medical prescription,điều tễ,điều tiết/조제,调剂生活。Điều tiết cuộc sống.
条件,tiáojiàn,condition; circumstances; term; factor; requirement; prerequisite; qualification; CL:個|个[gè],điều kiện,điều kiện,生活条件。Điều kiện sống.
调节,tiáojié,to adjust; to regulate; to harmonize; to reconcile (accountancy etc),điều tiết,điều chỉnh/조절,调节温度。Điều chỉnh nhiệt độ.
调解,tiáojiě,to mediate; to bring parties to an agreement,điều giải,hòa giải/조정,调解纠纷。Hòa giải tranh chấp.
条款,tiáokuǎn,clause (of contract or law); CL:項|项[xiàng],điều khoản,điều khoản/조항,合同条款。Điều khoản hợp đồng.
条理,tiáolǐ,arrangement; order; tidiness,điều lý,mạch lạc/조리,条理清楚。Mạch lạc rõ ràng.
调料,tiáoliào,condiment; seasoning; flavoring,điều liệu,gia vị/조미료,烹饪调料。Gia vị nấu ăn.
调皮,tiáopí,naughty; mischievous; unruly,điều bì,nghịch ngợm/tinh nghịch,孩子调皮。Trẻ nghịch ngợm.
条约,tiáoyuē,treaty; pact; CL:個|个[gè],điều ước,hiệp ước/조약,签订条约。Ký kết hiệp ước.
调整,tiáozhěng,adjustment; revision; CL:個|个[gè],điều chỉnh,điều chỉnh,调整计划。Điều chỉnh kế hoạch.
挑拨,tiǎobō,to incite disharmony; to instigate,khiêu bác,xúi giục/이간,挑拨离间。Xúi giục chia rẽ.
挑衅,tiǎoxìn,to provoke; provocation,khiêu hấn,khiêu khích/도발,挑衅行为。Hành vi khiêu khích.
挑战,tiǎozhàn,challenge,thiêu chiến,thách thức/thử thách,面临挑战。Đối mặt thử thách.
跳舞,tiàowǔ,to dance,khiêu vũ,nhảy múa,她喜欢跳舞。Cô ấy thích nhảy.
跳跃,tiàoyuè,to jump; to leap; to bound; to skip,khiêu dược,nhảy/도약,跳跃前进。Nhảy tiến lên.
听,tīng,to listen; to hear; to obey; a can (loanword from English tin); classifier for canned beverages,thính,nghe,我听音乐。Tôi nghe nhạc.
停泊,tíngbó,anchorage; mooring (of a ship),đình bạc,neo đậu/정박,船只停泊。Tàu thuyền neo đậu.
停顿,tíngdùn,pause,đình độn,dừng lại/정돈,暂时停顿。Tạm thời dừng lại.
停止,tíngzhǐ,to stop; to halt; to cease,đình chỉ,ngừng/dừng lại,停止工作。Ngừng làm việc.
停滞,tíngzhì,stagnation; at a standstill; bogged down,đình trệ,trì trệ/정체,经济停滞。Kinh tế trì trệ.
亭子,tíngzi,pavilion,đình tử,cái chòi/정자,公园亭子。Chòi công viên.
挺,tǐng,to stick out; to (physically) straighten up; to endure or hold out; straight; stiff; outstanding; extraordinary; rather; quite; very; classifier for machine guns,đỉnh,khá/rất,挺好的。Khá tốt.
挺拔,tǐngbá,tall and straight,đĩnh bạt,thẳng tắp/우뚝,身材挺拔。Dáng người thẳng tắp.
通常,tōngcháng,regular; usual; ordinary; normal,thông thường,thông thường,通常情况。Trường hợp thường.
通过,tōngguò,by means of; through; via; to pass through; to get through; to adopt; to pass (a bill); to switch over,thông qua,thông qua/qua,通过考试。Qua kỳ thi.
通货膨胀,tōnghuòpéngzhàng,inflation,thông hóa bành trướng,lạm phát,通货膨胀很严重。Lạm phát rất nghiêm trọng.
通俗,tōngsú,common; everyday; average,thông tục,thông tục/통속,通俗易懂。Thông tục dễ hiểu.
通讯,tōngxùn,communications; a news story (e.g. dispatched over the wire); CL:個|个[gè],thông tấn,thông tin/liên lạc,通讯地址。Địa chỉ liên lạc.
通用,tōngyòng,common (use); interchangeable,thông dụng,thông dụng/통용,通用语言。Ngôn ngữ thông dụng.
通知,tōngzhī,to notify; to inform; notice; notification; CL:個|个[gè],thông tri,thông báo,通知大家。Thông báo mọi người.
铜,tóng,copper (chemistry); see also 紅銅|红铜[hóng tóng]; CL:塊|块[kuài],đồng,đồng (kim loại),铜钱。Tiền đồng.
同胞,tóngbāo,born of the same parents; fellow citizen or countryman,đồng bào,đồng bào/동포,兄弟同胞。Anh em đồng bào.
童话,tónghuà,children's fairy tales,đồng thoại,truyện cổ tích/동화,童话故事。Truyện cổ tích.
铜矿,tóngkuàng,copper mine,đồng khoáng,mỏ đồng/동광,开采铜矿。Khai thác mỏ đồng.
同情,tóngqíng,compassion; relent; sympathize; sympathy,đồng tình,thông cảm/thương,我同情他。Tôi thương anh ấy.
同时,tóngshí,at the same time; simultaneously,đồng thời,đồng thời,同时进行。Tiến hành đồng thời.
同事,tóngshì,colleague; co-worker; CL:個|个[gè];位[wèi],đồng sự,đồng nghiệp,他是我的同事。Anh ấy là đồng nghiệp của tôi.
同学,tóngxué,(fellow) classmate; CL:位[wèi];個|个[gè],đồng học,bạn học,我是你的同学。Tôi là bạn học của bạn.
同意,tóngyì,to agree; to consent; to approve,đồng ý,đồng ý,我同意你的看法。Tôi đồng ý ý kiến của bạn.
同志,tóngzhì,comrade; homosexual (slang); CL:個|个[gè],đồng chí,đồng chí/동지,革命同志。Đồng chí cách mạng.
统筹兼顾,tǒngchóujiāngù,an overall plan taking into account all factors,thống trù kiêm cố,thống trù toàn diện,统筹兼顾各方面。Thống trù toàn diện các mặt.
统计,tǒngjì,statistics; to count; to add up,thống kê,thống kê/통계,统计数据。Thống kê dữ liệu.
统统,tǒngtǒng,totally,thống thống,tất cả/전부,统统拿走。Lấy hết tất cả.
统一,tǒngyī,to unify; to unite; to integrate,thống nhất,thống nhất,统一思想。Thống nhất tư tưởng.
统治,tǒngzhì,to rule (a country); to govern; rule; regime,thống trị,thống trị,统治阶级。Giai cấp thống trị.
痛苦,tòngkǔ,pain; suffering; painful; CL:個|个[gè],thống khổ,đau khổ/khổ đau,感到痛苦。Cảm thấy đau khổ.
痛快,tòngkuài,overjoyed; delighted; happily; heartily; enjoying; also pr. tòng kuai,thống khoái,đau cái/sảng khoái,真痛快。Thật sảng khoái.
头发,tóufà,hair (on the head),đầu phát,tóc,她的头发很长。Tóc cô ấy rất dài.
投机,tóujī,to speculate (on financial markets); opportunistic; congenial; agreeable,đầu cơ,đầu cơ/투기,投机倒把。Đầu cơ lũng đoạn.
投票,tóupiào,to vote; vote,đầu phiếu,bỏ phiếu/투표,投票选举。Bỏ phiếu bầu cử.
投降,tóuxiáng,to surrender; surrender,đầu hàng,đầu hàng/항복,向敌投降。Đầu hàng kẻ địch.
投掷,tóuzhì,to throw sth a long distance; to hurl,đầu trịch,ném/투척,投掷手榴弹。Ném lựu đạn.
投资,tóuzī,investment; to invest,đầu tư,đầu tư,外国投资。Đầu tư nước ngoài.
透明,tòumíng,transparent; open (non-secretive),thấu minh,trong suốt,玻璃透明。Thuỷ tinh trong suốt.
秃,tū,bald; blunt,độc,hói/대머리,秃头。Đầu hói.
突出,tūchū,prominent; outstanding; to give prominence to; to protrude; to project,đột xuất,nổi bật/xuất sắc,成绩突出。Thành tích nổi bật.
突破,tūpò,to break through; to make a breakthrough; to surmount or break the back of (a task etc); (of ball sports) to break through a defense,đột phá,đột phá/돌파,技术突破。Đột phá kỹ thuật.
突然,tūrán,sudden; abrupt; unexpected,đột nhiên,đột nhiên,天气突然变冷了。Thời tiết đột nhiên lạnh.
图案,túàn,design; pattern,đồ án,hoa văn/도안,图案设计。Thiết kế hoa văn.
徒弟,túdì,apprentice; disciple,đồ đệ,đệ tử/제자,收徒弟。Nhận đệ tử.
途径,tújìng,way; channel,đồ kính,con đường/경로,解决途径。Con đường giải quyết.
涂抹,túmǒ,to paint; to smear; to doodle,đồ mạt,bôi/칠하다,涂抹油漆。Bôi sơn.
图书馆,túshūguǎn,library; CL:家[jiā];個|个[gè],đồ thư quán,thư viện,我在图书馆看书。Tôi đọc sách ở thư viện.
土地,tǔdì,land; territory; soil; local god; Lar; genius loci; CL:片[piàn],thổ địa,đất đai,肥沃土地。Đất đai màu mỡ.
土豆,tǔdòu,potato; CL:個|个[gè],thổ đậu,khoai tây,炒土豆。Xào khoai tây.
土壤,tǔrǎng,soil,thổ nhưỡng,đất/토양,肥沃土壤。Đất màu mỡ.
吐,tǔ,to vomit; to throw up,thổ,nôn/khạc,想吐。Muốn nôn.
兔子,tùzi,hare; rabbit; CL:隻|只[zhī],thố tử,con thỏ,白兔子。Thỏ trắng.
团,tuán,regiment; round; circular; group; society,đoàn,đoàn/nhóm,代表团。Đoàn đại biểu.
团结,tuánjié,a rally; to hold a rally; to join forces,đoàn kết,đoàn kết/단결,团结一致。Đoàn kết nhất trí.
团体,tuántǐ,group; organization; team; CL:個|个[gè],đoàn thể,tổ chức/단체,社会团体。Tổ chức xã hội.
团员,tuányuán,member; group member,đoàn viên,đoàn viên,他是团员。Anh ấy là đoàn viên.
推,tuī,to push; to cut; to refuse; to reject; to decline; to shirk (responsibility); to put off; to delay; to push forward; to nominate; to elect,thôi,đẩy,推门。Đẩy cửa.
推测,tuīcè,speculation; to conjecture; to surmise; to speculate,suy trắc,suy đoán/추측,推测结果。Suy đoán kết quả.
推迟,tuīchí,to postpone; to put off; to defer,thôi trì,trì hoãn/hoãn lại,推迟会议。Hoãn cuộc họp.
推辞,tuīcí,to decline (an appointment; invitation etc),thôi từ,từ chối/khước từ,推辞邀请。Từ chối lời mời.
推翻,tuīfān,overthrow,suy phiên,lật đổ/전복,推翻政权。Lật đổ chính quyền.
推广,tuīguǎng,to extend; to spread; to popularize; CL:個|个[gè],thôi quảng,mở rộng/phổ biến,推广经验。Phổ biến kinh nghiệm.
推荐,tuījiàn,to recommend; recommendation,thôi tiến,giới thiệu/tiến cử,推荐人才。Giới thiệu nhân tài.
推理,tuīlǐ,reasoning; speculative; inference,suy lý,suy luận/추리,逻辑推理。Suy luận logic.
推论,tuīlùn,to infer; a deduction; a corollary; a reasoned conclusion,suy luận,suy luận/추론,推论出。Suy luận ra.
推销,tuīxiāo,to market; to sell,suy tiêu,tiêu thụ/판매,推销产品。Tiêu thụ sản phẩm.
腿,tuǐ,leg; CL:條|条[tiáo],thối,chân/đùi,我的腿疼。Chân tôi đau.
退,tuì,retreat; to decline; to move back; to withdraw,thoái,lùi/rút,后退。Lùi lại.
退步,tuìbù,degenerate; regress,thoái bộ,thoái bộ/kém đi,学习退步。Học tập kém đi.
退休,tuìxiū,retirement (from work),thoái hưu,nghỉ hưu,退休在家。Nghỉ hưu ở nhà.
吞咽,tūnyàn,to swallow; to gulp,thôn yến,nuốt/삼키다,吞咽食物。Nuốt thức ăn.
脱,tuō,to shed; to take off; to escape; to get away from,thoát,cởi/tháo,脱衣服。Cởi quần áo.
脱离,tuōlí,to separate oneself from; to break away from; diastasis (medicine); abscission; abjunction (botany),thoát ly,tách rời/벗어나다,脱离实际。Tách rời thực tế.
拖延,tuōyán,to adjourn; to delay; to defer; adjournment; procrastination,tha diên,kéo dài/지연,拖延时间。Kéo dài thời gian.
托运,tuōyùn,to consign (goods); to check through (baggage),thác vận,ký gửi/위탁,托运行李。Ký gửi hành lý.
妥当,tuǒdàng,appropriate; proper; ready,thỏa đáng,thích đáng/타당,处理妥当。Xử lý thích đáng.
妥善,tuǒshàn,appropriate; proper,thỏa thiện,chu đáo/적절,妥善安排。Sắp xếp chu đáo.
妥协,tuǒxié,to compromise; to reach terms; a compromise,thỏa hiệp,thỏa hiệp/타협,互相妥协。Thỏa hiệp lẫn nhau.
椭圆,tuǒyuán,oval; ellipse; elliptic,thối viên,hình bầu dục/타원,椭圆形。Hình bầu dục.
唾沫,tuòmò,spittle; saliva,thóa mạt,nước bọt/침,吐唾沫。Nhổ nước bọt.
挖掘,wājué,to excavate; to dig; to unearth,oát quật,đào bới/발굴,挖掘文物。Đào bới văn vật.
娃娃,wáwá,baby; small child; doll,oa oa,em bé/아기,小娃娃。Em bé.
瓦解,wǎjiě,to collapse; to disintegrate; to crumble,ngõa giải,tan rã/와해,瓦解敌军。Tan rã quân địch.
袜子,wàzi,socks; stockings; CL:隻|只[zhī];對|对[duì];雙|双[shuāng],vạt tử,tất/vớ,一双袜子。Một đôi tất.
哇,wa,Wow!; sound of child's crying,oa,ồ/와,哇;太好了。Ồ
歪,wāi,askew; at a crooked angle; devious; noxious,oải,nghiêng/lệch,头歪了。Đầu nghiêng.
歪曲,wāiqū,to distort; to misrepresent,oai khúc,bóp méo/왜곡,歪曲事实。Bóp méo sự thật.
外,wài,outside; in addition; foreign; external,ngoại,bên ngoài,外面很冷。Bên ngoài rất lạnh.
外表,wàibiǎo,external; outside; outward appearance,ngoại biểu,bề ngoài/외표,外表美观。Bề ngoài đẹp.
外行,wàiháng,layman; amateur,ngoại hành,người ngoài/외한,外行人。Người ngoài ngành.
外交,wàijiāo,diplomacy; diplomatic; foreign affairs; CL:個|个[gè],ngoại giao,ngoại giao,外交部。Bộ ngoại giao.
外界,wàijiè,the outside world; external,ngoại giới,thế giới bên ngoài/외계,外界影响。Ảnh hưởng bên ngoài.
外向,wàixiàng,outward-looking; extrovert; extroverted (personality); export-oriented (economy),ngoại hướng,hướng ngoại/외향,性格外向。Tính cách hướng ngoại.
弯,wān,bend; bent; CL:道[dào],loan,cong/uốn,弯腰。Cúi xuống.
完,wán,to finish; to be over; whole; complete; entire,hoàn,xong,我做完了。Tôi làm xong rồi.
玩,wán,toy; sth used for amusement; curio or antique (Taiwan pr. wàn); to play; to have fun; to trifle with; to keep sth for entertainment,ngoạn,chơi,我们一起玩吧。Chúng ta cùng chơi nhé.
丸,wán,pill,hoàn,viên thuốc/환,药丸。Viên thuốc.
