Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
坦率,tǎn shuài,frank,thản suất,thẳng thắn/thành thật,态度坦率。Thái độ thẳng thắn.
烫,tàng,to scald,thang,nóng/bỏng,水很烫。Nước rất nóng.
桃,táo,peach,đào,đào,桃花。Hoa đào.
逃,táo,to escape,đào,trốn/chạy,逃走。Chạy trốn.
逃避,táo bì,to escape,đào tị,trốn tránh,逃避责任。Trốn tránh trách nhiệm.
套,tào,cover,thao,bộ/lớp,一套书。Một bộ sách.
特殊,tè shū,special,đặc thù,đặc biệt/đặc thù,特殊情况。Tình huống đặc biệt.
特意,tè yì,specially,đặc ý,đặc biệt/cố ý,特意来。Đặc biệt đến.
特征,tè zhēng,characteristic,đặc trưng,đặc trưng/đặc điểm,主要特征。Đặc trưng chính.
疼爱,téng ài,to love dearly,đống ái,yêu thương,疼爱孩子。Yêu thương con.
提,tí,to carry,đề,xách/đề xuất,提问题。Đặt câu hỏi.
提倡,tí chàng,to promote,đề xướng,đề xướng/khuyến khích,提倡节约。Khuyến khích tiết kiệm.
提纲,tí gāng,key point,đề cương,đề cương/phác thảo,写提纲。Viết đề cương.
提问,tí wèn,to question,đề vấn,đặt câu hỏi,提问题。Đặt câu hỏi.
题目,tí mù,subject,đề mục,đề tài/đề mục,作文题目。Đề tài tác văn.
体会,tǐ huì,know from experience,thể hội,thấu hiểu/trải nghiệm,体会感受。Trải nghiệm cảm nhận.
体积,tǐ jī,volume,thể tích,thể tích,计算体积。Tính thể tích.
体贴,tǐ tiē,considerate,thể thiếp,chu đáo/ân cần,很体贴。Rất chu đáo.
体现,tǐ xiàn,to embody,thể hiện,thể hiện,体现精神。Thể hiện tinh thần.
体验,tǐ yàn,experience oneself,thể nghiệm,trải nghiệm,体验生活。Trải nghiệm cuộc sống.
天空,tiān kōng,sky,thiên không,bầu trời,蓝天空。Bầu trời xanh.
天真,tiān zhēn,naive,thiên chân,ngây thơ/hồn nhiên,很天真。Rất ngây thơ.
田野,tián yě,field,điền dã,đồng ruộng/cánh đồng,在田野上。Trên cánh đồng.
调皮,tiáo pí,naughty,điều bì,nghịch ngợm/tinh nghịch,孩子调皮。Trẻ nghịch ngợm.
调整,tiáo zhěng,to adjust,điều chỉnh,điều chỉnh,调整计划。Điều chỉnh kế hoạch.
挑战,tiǎo zhàn,to challenge,thiêu chiến,thách thức/thử thách,面临挑战。Đối mặt thử thách.
通常,tōng cháng,regular,thông thường,thông thường,通常情况。Trường hợp thường.
通讯,tōng xùn,communications,thông tấn,thông tin/liên lạc,通讯地址。Địa chỉ liên lạc.
铜,tóng,copper,đồng,đồng (kim loại),铜钱。Tiền đồng.
同时,tóng shí,at the same time,đồng thời,đồng thời,同时进行。Tiến hành đồng thời.
统一,tǒng yī,to unify,thống nhất,thống nhất,统一思想。Thống nhất tư tưởng.
统治,tǒng zhì,to rule,thống trị,thống trị,统治阶级。Giai cấp thống trị.
痛苦,tòng kǔ,pain,thống khổ,đau khổ/khổ đau,感到痛苦。Cảm thấy đau khổ.
痛快,tòng kuài,overjoyed,thống khoái,đau cái/sảng khoái,真痛快。Thật sảng khoái.
投资,tóu zī,investment,đầu tư,đầu tư,外国投资。Đầu tư nước ngoài.
透明,tòu míng,transparent,thấu minh,trong suốt,玻璃透明。Thuỷ tinh trong suốt.
突出,tū chū,prominent,đột xuất,nổi bật/xuất sắc,成绩突出。Thành tích nổi bật.
土地,tǔ dì,land,thổ địa,đất đai,肥沃土地。Đất đai màu mỡ.
土豆,tǔ dòu,potato,thổ đậu,khoai tây,炒土豆。Xào khoai tây.
吐,tù,to vomit,thổ,nôn/khạc,想吐。Muốn nôn.
兔子,tù zi,hare,thố tử,con thỏ,白兔子。Thỏ trắng.
团,tuán,dumpling,đoàn,đoàn/nhóm,代表团。Đoàn đại biểu.
推辞,tuī cí,to decline,thôi từ,từ chối/khước từ,推辞邀请。Từ chối lời mời.
推广,tuī guǎng,to extend,thôi quảng,mở rộng/phổ biến,推广经验。Phổ biến kinh nghiệm.
推荐,tuī jiàn,to recommend,thôi tiến,giới thiệu/tiến cử,推荐人才。Giới thiệu nhân tài.
退,tuì,to retreat,thoái,lùi/rút,后退。Lùi lại.
退步,tuì bù,do less well,thoái bộ,thoái bộ/kém đi,学习退步。Học tập kém đi.
退休,tuì xiū,to retire,thoái hưu,nghỉ hưu,退休在家。Nghỉ hưu ở nhà.
歪,wāi,askew,oải,nghiêng/lệch,头歪了。Đầu nghiêng.
外交,wài jiāo,diplomacy,ngoại giao,ngoại giao,外交部。Bộ ngoại giao.
弯,wān,bend,loan,cong/uốn,弯腰。Cúi xuống.
完美,wán měi,perfect,hoàn mỹ,hoàn hảo/hoàn mỹ,很完美。Rất hoàn hảo.
完善,wán shàn,perfect,hoàn thiện,hoàn thiện,完善制度。Hoàn thiện chế độ.
完整,wán zhěng,complete,hoàn chỉnh,hoàn chỉnh/toàn vẹn,保持完整。Giữ nguyên vẹn.
玩具,wán jù,plaything,ngoạn cụ,đồ chơi,儿童玩具。Đồ chơi trẻ em.
万一,wàn yī,just in case,vạn nhất,vạn nhất/phòng khi,万一失败。Vạn nhất thất bại.
王子,wáng zǐ,prince,vương tử,hoàng tử,白马王子。Hoàng tử bạch mã.
往返,wǎng fǎn,go back and forth,vãng phản,đi lại/khứ hồi,往返机票。Vé máy bay khứ hồi.
微笑,wēi xiào,smile,vi tiếu,mỉm cười,微笑着。Mỉm cười.
威胁,wēi xié,to threaten,uy hiếp,đe dọa/đe dọa,威胁安全。Đe dọa an ninh.
危害,wēi hài,to jeopardize,nguy hại,nguy hại/gây hại,危害健康。Nguy hại sức khỏe.
违反,wéi fǎn,to violate,vi phạm,vi phạm,违反规定。Vi phạm quy định.
维护,wéi hù,to defend,duy hộ,bảo vệ/duy trì,维护权益。Bảo vệ quyền lợi.
围巾,wéi jīn,scarf,vi cân,khăn quàng cổ,戴围巾。Quàng khăn.
围绕,wéi rào,revolve around,vi nhiễu,xoay quanh/bao quanh,围绕主题。Xoay quanh chủ đề.
唯一,wéi yī,only,duy nhất,duy nhất,唯一机会。Cơ hội duy nhất.
尾巴,wěi ba,tail,vĩ ba,đuôi/cái đuôi,狗尾巴。Đuôi chó.
伟大,wěi dà,great,vĩ đại,vĩ đại,伟大祖国。Tổ quốc vĩ đại.
委屈,wěi qu,to feel wronged,ủy khuất,ủy khuất/bị oan,感到委屈。Cảm thấy oan.
委托,wěi tuō,to entrust,ủy thác,ủy thác/giao phó,委托办理。Ủy thác giải quyết.
胃,wèi,stomach,vị,dạ dày,胃疼。Đau dạ dày.
位置,wèi zhi,position,vị trí,vị trí,重要位置。Vị trí quan trọng.
未必,wèi bì,not necessarily,vị tất,chưa chắc,未必成功。Chưa chắc thành công.
未来,wèi lái,future,vị lai,tương lai,美好未来。Tương lai tươi sáng.
卫生间,wèi shēng jiān,bathroom,vệ sinh gian,phòng vệ sinh/nhà tắm,去卫生间。Đi vệ sinh.
温暖,wēn nuǎn,warm,ôn noãn,ấm áp,阳光温暖。Ánh nắng ấm áp.
温柔,wēn róu,gentle and soft,ôn nhu,dịu dàng/nhu mì,性格温柔。Tính cách dịu dàng.
闻,wén,to hear,văn,ngửi/nghe,闻味道。Ngửi mùi.
文件,wén jiàn,document,văn kiện,tài liệu/văn bản,重要文件。Tài liệu quan trọng.
文具,wén jù,stationery,văn cụ,văn phòng phẩm,买文具。Mua văn phòng phẩm.
文明,wén míng,civilized,văn minh,văn minh,精神文明。Văn minh tinh thần.
文学,wén xué,literature,văn học,văn học,文学作品。Tác phẩm văn học.
吻,wěn,kiss,văn,hôn,接吻。Hôn.
稳定,wěn dìng,steady,ổn định,ổn định,情况稳定。Tình hình ổn định.
问候,wèn hòu,give respects,vấn hậu,hỏi thăm/chào hỏi,问候父母。Hỏi thăm cha mẹ.
卧室,wò shì,bedroom,ngoạ thất,phòng ngủ,在卧室。Trong phòng ngủ.
屋子,wū zi,house,ốc tử,nhà/căn phòng,干净屋子。Phòng sạch sẽ.
无奈,wú nài,helpless,vô nại,bất lực/vô phương,感到无奈。Cảm thấy bất lực.
无数,wú shù,countless,vô số,vô số/vô kể,无数次。Vô số lần.
武器,wǔ qì,weapon,vũ khí,vũ khí,核武器。Vũ khí hạt nhân.
武术,wǔ shù,military skill,võ thuật,võ thuật,中国武术。Võ thuật Trung Quốc.
雾,wù,fog,vụ,sương mù,大雾。Sương mù dày.
物理,wù lǐ,physics,vật lý,vật lý,物理学。Vật lý học.
物质,wù zhì,matter,vật chất,vật chất,物质生活。Đời sống vật chất.
吸收,xī shōu,to absorb,hấp thu,hấp thu/thu nhận,吸收营养。Hấp thụ dinh dưỡng.
系,xì,to connect,hệ,hệ/buộc,系鞋带。Buộc dây giày.
系统,xì tǒng,system,hệ thống,hệ thống,教育系统。Hệ thống giáo dục.
细节,xì jié,details,tế tiết,chi tiết,注意细节。Chú ý chi tiết.
戏剧,xì jù,drama,hí kịch,kịch/vở kịch,看戏剧。Xem kịch.
瞎,xiā,blind,hạ,mù/mò,眼睛瞎。Mắt mù.
吓,xià,to frighten,hạ,dọa/làm sợ,吓一跳。Giật mình.
下载,xià zǎi,to download,hạ tải,tải xuống,下载软件。Tải phần mềm.
鲜艳,xiān yàn,bright-colored,tiên diễm,tươi sáng/rực rỡ,颜色鲜艳。Màu sắc rực rỡ.
显得,xiǎn de,to seem,hiển đắc,có vẻ/trông,显得年轻。Trông trẻ.
显然,xiǎn rán,clear,hiển nhiên,hiển nhiên/rõ ràng,显然错了。Rõ ràng là sai.
显示,xiǎn shì,to show,hiển thị,hiển thị/cho thấy,显示结果。Hiển thị kết quả.
县,xiàn,county,huyện,huyện,县城。Thành phố huyện.
现金,xiàn jīn,cash,hiện kim,tiền mặt,用现金。Dùng tiền mặt.
现实,xiàn shí,reality,hiện thực,hiện thực/thực tế,面对现实。Đối mặt hiện thực.
现象,xiàn xiàng,appearance,hiện tượng,hiện tượng,自然现象。Hiện tượng tự nhiên.
相处,xiāng chǔ,be in contact,tương xử,giao du/hòa hợp,和睦相处。Hòa hợp.
相当,xiāng dāng,equivalent to,tương đương,tương đương/khá,相当好。Khá tốt.
相对,xiāng duì,relatively,tương đối,tương đối,相对容易。Tương đối dễ.
相关,xiāng guān,to be interrelated,tương quan,có liên quan,相关问题。Vấn đề liên quan.
相似,xiāng sì,to resemble,tương tự,giống nhau/tương tự,很相似。Rất giống nhau.
想念,xiǎng niàn,to miss,tưởng niệm,nhớ/nhớ nhung,想念家人。Nhớ gia đình.
想象,xiǎng xiàng,to imagine,tưởng tượng,tưởng tượng,展开想象。Phát huy tưởng tượng.
享受,xiǎng shòu,to enjoy,hưởng thụ,tận hưởng/hưởng thụ,享受生活。Tận hưởng cuộc sống.
项,xiàng,back of neck,hạng,mục/khoản,一项工作。Một công việc.
项链,xiàng liàn,necklace,hạng liên,dây chuyền,戴项链。Đeo dây chuyền.
项目,xiàng mù,item,hạng mục,dự án/hạng mục,重点项目。Dự án trọng điểm.
橡皮,xiàng pí,rubber,tượng bì,tẩy/cao su,用橡皮。Dùng tẩy.
象棋,xiàng qí,Chinese chess,tượng kỳ,cờ tướng,下象棋。Chơi cờ tướng.
象征,xiàng zhēng,emblem,tượng trưng,biểu tượng/tượng trưng,和平象征。Biểu tượng hòa bình.
消费,xiāo fèi,to consume,tiêu phí,tiêu dùng/chi tiêu,消费水平。Mức tiêu dùng.
消化,xiāo huà,to digest,tiêu hóa,tiêu hóa,消化食物。Tiêu hóa thức ăn.
消灭,xiāo miè,put an end to,tiêu diệt,tiêu diệt/xóa bỏ,消灭敌人。Tiêu diệt kẻ thù.
消失,xiāo shī,to disappear,tiêu thất,biến mất/mất dạng,消失了。Biến mất rồi.
销售,xiāo shòu,to sell,tiêu thụ,bán/tiêu thụ,销售产品。Bán sản phẩm.
小吃,xiǎo chī,snack,tiểu khiết,đồ ăn vặt/món ăn nhỏ,小吃店。Quán ăn vặt.
小伙子,xiǎo huǒ zi,young man,tiểu hoả tử,chàng trai trẻ,年轻小伙子。Chàng trai trẻ.
小麦,xiǎo mài,wheat,tiểu mạch,lúa mì,种小麦。Trồng lúa mì.
小气,xiǎo qì,stingy,tiểu khí,bủn xỉn/keo kiệt,很小气。Rất bủn xỉn.
小偷,xiǎo tōu,thief,tiểu thâu,kẻ trộm/tên trộm,抓小偷。Bắt trộm.
效率,xiào lǜ,efficiency,hiệu suất,hiệu suất/năng suất,提高效率。Nâng cao hiệu quả.
孝顺,xiào shùn,filial piety,hiếu thuận,hiếu thảo/thảo hiền,孝顺父母。Hiếu thảo với cha mẹ.
歇,xiē,to rest,yết,nghỉ ngơi,歇一会儿。Nghỉ một lát.
斜,xié,inclined,tà,nghiêng/xiên,斜坡。Dốc nghiêng.
协调,xié tiáo,to coordinate,hiệp điều,phối hợp/điều phối,协调工作。Phối hợp công việc.
心理,xīn lǐ,mental,tâm lý,tâm lý,心理健康。Sức khỏe tâm lý.
心脏,xīn zàng,heart,tâm tạng,tim/trái tim,心脏病。Bệnh tim.
欣赏,xīn shǎng,to appreciate,hân thưởng,thưởng thức/chiêm ngưỡng,欣赏音乐。Thưởng thức âm nhạc.
信封,xìn fēng,envelope,tín phong,phong bì,寄信封。Gửi phong bì.
信号,xìn hào,signal,tín hiệu,tín hiệu,发信号。Phát tín hiệu.
信息,xìn xī,information,tín tức,thông tin,重要信息。Thông tin quan trọng.
行动,xíng dòng,operation,hành động,hành động,采取行动。Thực hiện hành động.
行人,xíng rén,pedestrian,hành nhân,người đi bộ,行人过马路。Người đi bộ qua đường.
行为,xíng wéi,action,hành vi,hành vi,不良行为。Hành vi xấu.
形成,xíng chéng,to form,hình thành,hình thành,形成习惯。Hình thành thói quen.
形容,xíng róng,to describe,hình dung,hình dung/miêu tả,难以形容。Khó diễn tả.
形式,xíng shì,form,hình thức,hình thức,形式多样。Hình thức đa dạng.
形势,xíng shì,circumstances,hình thế,hình thế/tình hình,当前形势。Hình thế hiện nay.
形象,xíng xiàng,image,hình tượng,hình ảnh,美好形象。Hình ảnh đẹp.
形状,xíng zhuàng,form,hình trạng,hình dạng/hình thể,奇怪形状。Hình dạng lạ.
性质,xìng zhì,nature,tính chất,tính chất,事件性质。Tính chất sự việc.
幸亏,xìng kuī,fortunately,hạnh khuy,may mà/may là,幸亏你来。May mà anh đến.
幸运,xìng yùn,fortunate,hạnh vận,may mắn,很幸运。Rất may mắn.
胸,xiōng,chest,hung,ngực,拍胸。Đập ngực.
兄弟,xiōng dì,brothers,huynh đệ,anh em,亲兄弟。Anh em ruột.
雄伟,xióng wěi,grand,hùng vĩ,hùng vĩ/tráng lệ,雄伟建筑。Kiến trúc hùng vĩ.
修改,xiū gǎi,to amend,tu cải,sửa đổi/chỉnh sửa,修改文章。Sửa bài viết.
休闲,xiū xián,leisure,hưu nhàn,giải trí/nghỉ ngơi,休闲活动。Hoạt động giải trí.
虚心,xū xīn,modest,hư tâm,khiêm tốn/hư tâm,虚心学习。Khiêm tốn học tập.
叙述,xù shù,to relate,tự thuật,tường thuật/kể lại,叙述经过。Tường thuật quá trình.
宣布,xuān bù,to declare,tuyên bố,tuyên bố/công bố,宣布消息。Tuyên bố tin tức.
宣传,xuān chuán,to disseminate,tuyên truyền,tuyên truyền/quảng cáo,宣传活动。Hoạt động tuyên truyền.
选举,xuǎn jǔ,to elect,tuyển cử,bầu cử,民主选举。Bầu cử dân chủ.
学期,xué qī,term,học kỳ,học kỳ,新学期。Học kỳ mới.
学术,xué shù,learning,học thuật,học thuật,学术研究。Nghiên cứu học thuật.
学问,xué wèn,learning,học vấn,học vấn/học thức,有学问。Có học thức.
寻找,xún zhǎo,to seek,tầm tảo,tìm kiếm,寻找机会。Tìm kiếm cơ hội.
询问,xún wèn,to inquire,tuân vấn,hỏi thăm/hỏi han,询问情况。Hỏi tình hình.
训练,xùn liàn,to train,huấn luyện,huấn luyện/tập luyện,严格训练。Huấn luyện nghiêm khắc.
迅速,xùn sù,rapid,tấn tốc,nhanh chóng/thần tốc,发展迅速。Phát triển nhanh.
延长,yán cháng,to prolong,diên trường,kéo dài,延长时间。Kéo dài thời gian.
严肃,yán sù,solemn,nghiêm túc,nghiêm túc,态度严肃。Thái độ nghiêm túc.
宴会,yàn huì,banquet,yến hội,tiệc/yến tiệc,参加宴会。Tham dự yến tiệc.
阳台,yáng tái,balcony,dương đài,ban công,在阳台上。Trên ban công.
痒,yǎng,to itch,dưỡng,ngứa,很痒。Rất ngứa.
样式,yàng shì,type,dạng thức,kiểu/mẫu,新样式。Kiểu mới.
腰,yāo,waist,yêu,eo/lưng,腰疼。Đau lưng.
摇,yáo,to shake,dao,lay/rung,摇头。Lắc đầu.
咬,yǎo,to bite,giảo,cắn,咬一口。Cắn một miếng.
要不,yào bù,otherwise,yếu bất,nếu không/bằng không,要不就走。Nếu không thì đi.
要是,yào shi,if,yếu thị,nếu/giả như,要是下雨。Nếu trời mưa.
夜,yè,night,dạ,đêm,深夜。Đêm khuya.
液体,yè tǐ,liquid,dịch thể,chất lỏng,液体状态。Trạng thái lỏng.
业务,yè wù,business,nghiệp vụ,nghiệp vụ,业务水平。Trình độ nghiệp vụ.
业余,yè yú,spare time,nghiệp dư,nghiệp dư/rảnh rỗi,业余时间。Thời gian rảnh.
依然,yī rán,still,y nhiên,vẫn/vẫn còn,依然如故。Vẫn như cũ.
一辈子,yī bèi zi,for a lifetime,nhất bối tử,cả đời/suốt đời,一辈子朋友。Bạn cả đời.
一旦,yī dàn,in case,nhất đán,một khi/khi nào,一旦成功。Một khi thành công.
一路,yī lù,whole journey,nhất lộ,dọc đường/suốt đường,一路平安。Đường bình yên.
一致,yī zhì,unanimous,nhất trí,nhất trí/đồng lòng,意见一致。Ý kiến nhất trí.
遗憾,yí hàn,regret,di hận,tiếc nuối/hối tiếc,感到遗憾。Cảm thấy tiếc.
移动,yí dòng,to move,di động,di chuyển/di động,移动电话。Điện thoại di động.
移民,yí mín,to immigrate,di dân,di cư/nhập cư,移民国外。Di cư nước ngoài.
疑问,yí wèn,question,nghi vấn,nghi vấn/thắc mắc,提出疑问。Đặt câu hỏi.
乙,yǐ,second of 10 heavenly,ất,Ất (can chi),甲乙丙丁。Giáp Ất Bính Đinh.
以及,yǐ jí,as well as,dĩ cập,cũng như/và,老师以及学生。Giáo viên cũng như học sinh.
以来,yǐ lái,since,dĩ lai,từ/kể từ,改革以来。Từ khi cải cách.
意外,yì wài,unexpected,ý ngoại,bất ngờ/ngoài ý muốn,发生意外。Xảy ra tai nạn.
意义,yì yì,sense,ý nghĩa,ý nghĩa,重大意义。Ý nghĩa quan trọng.
议论,yì lùn,to comment,nghị luận,bàn luận/bình luận,议论纷纷。Bàn tán xôn xao.
义务,yì wù,duty,nghĩa vụ,nghĩa vụ/bổn phận,义务教育。Giáo dục nghĩa vụ.
因而,yīn ér,therefore,nhân nhi,vì vậy/do đó,因而成功。Vì vậy thành công.
因素,yīn sù,element,nhân tố,yếu tố/nhân tố,重要因素。Yếu tố quan trọng.
银,yín,silver,ngân,bạc,银行。Ngân hàng.
英俊,yīng jùn,handsome,anh tuấn,đẹp trai/tuấn tú,长得英俊。Trông đẹp trai.
英雄,yīng xióng,hero,anh hùng,anh hùng,民族英雄。Anh hùng dân tộc.
迎接,yíng jiē,to meet,nghênh tiếp,đón/nghênh đón,迎接客人。Đón khách.
营养,yíng yǎng,nutrition,dưỡng dưỡng,dinh dưỡng,营养丰富。Dinh dưỡng phong phú.
营业,yíng yè,to do business,doanh nghiệp,kinh doanh,营业时间。Giờ kinh doanh.
影子,yǐng zi,shadow,ảnh tử,bóng/bóng dáng,看见影子。Thấy bóng.
硬币,yìng bì,coin,ngạnh tệ,tiền xu/đồng xu,一枚硬币。Một đồng xu.
硬件,yìng jiàn,hardware,ngạnh kiện,phần cứng,电脑硬件。Phần cứng máy tính.
应付,yìng fu,to deal with,ứng phó,đối phó/giải quyết,应付困难。Đối phó khó khăn.
应聘,yìng pìn,accept job offer,ứng sính,nộp đơn ứng tuyển,应聘工作。Ứng tuyển công việc.
应用,yìng yòng,to use,ứng dụng,ứng dụng/áp dụng,应用技术。Áp dụng kỹ thuật.
拥抱,yōng bào,to embrace,ủng bão,ôm,拥抱朋友。Ôm bạn.
拥挤,yōng jǐ,crowded,ủng tế,đông đúc/chen chúc,人很拥挤。Người rất đông.
勇气,yǒng qì,courage,dũng khí,dũng khí/can đảm,有勇气。Có dũng cảm.
用途,yòng tú,use,dụng đồ,công dụng/tác dụng,有用途。Có tác dụng.
优惠,yōu huì,preferential,ưu huệ,ưu đãi,优惠价格。Giá ưu đãi.
优美,yōu měi,graceful,ưu mỹ,đẹp/tuyệt đẹp,环境优美。Môi trường đẹp.
优势,yōu shì,superiority,ưu thế,ưu thế/thế mạnh,明显优势。Ưu thế rõ rệt.
悠久,yōu jiǔ,established,du cửu,lâu đời/lâu dài,历史悠久。Lịch sử lâu đời.
邮局,yóu jú,post office,du cục,bưu điện,去邮局。Đi bưu điện.
游览,yóu lǎn,go sight-seeing,du lãm,du lịch/tham quan,游览名胜。Tham quan danh lam.
油炸,yóu zhá,to deep fry,du chạp,chiên/rán,油炸食品。Đồ chiên.
犹豫,yóu yù,to hesitate,du dự,do dự/ngần ngại,犹豫不决。Do dự không quyết.
有利,yǒu lì,advantageous,hữu lợi,có lợi,有利条件。Điều kiện thuận lợi.
幼儿园,yòu ér yuán,kindergarten,ấu nhi viên,mẫu giáo/nhà trẻ,上幼儿园。Đi mẫu giáo.
娱乐,yú lè,to entertain,ngu lạc,giải trí/vui chơi,娱乐活动。Hoạt động giải trí.
与其,yǔ qí,rather than,dư kỳ,thà rằng/thà là,与其等待。Thà rằng chờ đợi.
语气,yǔ qì,tone,ngữ khí,giọng/ngữ khí,说话语气。Giọng nói.
宇宙,yǔ zhòu,universe,vũ trụ,vũ trụ,宇宙空间。Không gian vũ trụ.
预报,yù bào,forecast,dự báo,dự báo,天气预报。Dự báo thời tiết.
预订,yù dìng,place an order,dự định,đặt trước,预订房间。Đặt phòng trước.
预防,yù fáng,to prevent,dự phòng,phòng ngừa,预防疾病。Phòng bệnh.
玉米,yù mǐ,corn,ngọc mễ,ngô/bắp,种玉米。Trồng ngô.
元旦,yuán dàn,New Year's Day,nguyên đán,tết dương lịch,庆祝元旦。Kỷ niệm Tết Dương.
原料,yuán liào,raw material,nguyên liệu,nguyên liệu,生产原料。Nguyên liệu sản xuất.
原则,yuán zé,principle,nguyên tắc,nguyên tắc,基本原则。Nguyên tắc cơ bản.
缘故,yuán gù,reason,duyên cố,nguyên nhân/lý do,什么缘故？Vì lý do gì?
愿望,yuàn wàng,desire,nguyện vọng,nguyện vọng/ước muốn,实现愿望。Thực hiện ước mơ.
晕,yūn,confused,vân,hoa mắt/chóng mặt,头晕。Chóng mặt.
运气,yùn qi,luck,vận khí,may mắn/vận may,运气好。May mắn.
运输,yùn shū,transport,vận thâu,vận chuyển,货物运输。Vận chuyển hàng.
运用,yùn yòng,to use,vận dụng,vận dụng/sử dụng,灵活运用。Vận dụng linh hoạt.
灾害,zāi hài,disastrous damage,tai hại,thiên tai/tai họa,自然灾害。Thiên tai.
再三,zài sān,over and over again,tái tam,nhiều lần/nhắc đi nhắc lại,再三强调。Nhấn mạnh nhiều lần.
赞成,zàn chéng,to approve,tán thành,tán thành/đồng ý,大家赞成。Mọi người tán thành.
赞美,zàn měi,to admire,tán mỹ,khen ngợi/ca ngợi,赞美祖国。Ca ngợi Tổ quốc.
糟糕,zāo gāo,too bad,tao cao,tệ quá/tồi tệ,真糟糕！Tệ quá!
造成,zào chéng,to bring about,tạo thành,gây ra/tạo nên,造成损失。Gây thiệt hại.
则,zé,conjunction,tắc,thì/còn,否则。Nếu không thì.
责备,zé bèi,to blame,trách bị,trách/khiển trách,责备他。Trách anh ấy.
摘,zhāi,to take,trai,hái/tháo,摘花。Hái hoa.
粘贴,zhān tiē,to stick,niêm thiếp,dán,粘贴海报。Dán áp phích.
展开,zhǎn kāi,to unfold,triển khai,mở ra/triển khai,展开工作。Triển khai công việc.
展览,zhǎn lǎn,put on display,triển lãm,triển lãm,参观展览。Tham quan triển lãm.
战争,zhàn zhēng,war,chiến tranh,chiến tranh,反对战争。Phản đối chiến tranh.
占线,zhàn xiàn,busy line,chiếm tuyến,máy bận,电话占线。Điện thoại bận.
涨,zhǎng,to rise prices,trương,tăng (giá),价格涨。Giá tăng.
掌握,zhǎng wò,to grasp,chưởng ác,nắm vững/hiểu rõ,掌握知识。Nắm vững kiến thức.
账户,zhàng hù,bank account,trướng hộ,tài khoản,银行账户。Tài khoản ngân hàng.
招待,zhāo dài,to receive guests,chiêu đãi,đón tiếp/chiêu đãi,招待客人。Chiêu đãi khách.
着凉,zháo liáng,to catch cold,trước lương,bị lạnh/cảm lạnh,别着凉。Đừng bị lạnh.
照常,zhào cháng,as usual,chiếu thường,như thường lệ,照常上班。Đi làm như thường.
召开,zhào kāi,to convene,triệu khai,triệu tập/họp,召开会议。Triệu tập hội nghị.
哲学,zhé xué,philosophy,triết học,triết học,学习哲学。Học triết học.
真理,zhēn lǐ,truth,chân lý,chân lý,追求真理。Theo đuổi chân lý.
真实,zhēn shí,true,chân thật,thật/chân thật,真实故事。Câu chuyện có thật.
针对,zhēn duì,directed against,châm đối,nhắm vào/hướng vào,针对问题。Nhắm vào vấn đề.
珍惜,zhēn xī,to treasure,trân tích,trân trọng/quý trọng,珍惜时间。Trân trọng thời gian.
诊断,zhěn duàn,diagnosis,chẩn đoán,chẩn đoán,医生诊断。Bác sĩ chẩn đoán.
枕头,zhěn tou,pillow,chẩm đầu,gối,睡枕头。Ngủ gối.
阵,zhèn,disposition,trận,trận/đợt,一阵风。Một trận gió.
振动,zhèn dòng,vibration,chấn động,rung/chấn động,手机振动。Điện thoại rung.
睁,zhēng,to open eyes,chanh,mở (mắt),睁眼。Mở mắt.
争论,zhēng lùn,to argue,tranh luận,tranh luận/tranh cãi,激烈争论。Tranh luận gay gắt.
争取,zhēng qǔ,to fight for,tranh thủ,tranh thủ/cố gắng,争取机会。Tranh thủ cơ hội.
征求,zhēng qiú,to solicit,trưng cầu,xin ý kiến/tham khảo,征求意见。Xin ý kiến.
整个,zhěng gè,whole,chỉnh cá,toàn bộ/cả,整个过程。Toàn bộ quá trình.
整体,zhěng tǐ,whole entity,chỉnh thể,toàn thể/tổng thể,整体水平。Trình độ tổng thể.
正,zhèng,just right,chính,đúng/chính,正好。Vừa đúng.
政策,zhèng cè,policy,chính sách,chính sách,经济政策。Chính sách kinh tế.
政府,zhèng fǔ,government,chính phủ,chính phủ,中国政府。Chính phủ Trung Quốc.
政治,zhèng zhì,politics,chính trị,chính trị,政治制度。Chế độ chính trị.
证件,zhèng jiàn,paperwork,chứng kiện,giấy tờ,身份证件。Giấy tờ tùy thân.
证据,zhèng jù,evidence,chứng cứ,chứng cứ/bằng chứng,有力证据。Chứng cứ xác thực.
挣钱,zhèng qián,make money,tranh tiền,kiếm tiền,努力挣钱。Chăm kiếm tiền.
支,zhī,to support,chi,nhánh/cái,一支笔。Một cây bút.
支票,zhī piào,check,chi phiếu,séc,开支票。Xuất séc.
直,zhí,straight,trực,thẳng/trực tiếp,一直走。Đi thẳng.
执行,zhí xíng,to implement,chấp hành,thi hành/thực hiện,执行任务。Thi hành nhiệm vụ.
执照,zhí zhào,a license,chấp chiếu,giấy phép,营业执照。Giấy phép kinh doanh.
指导,zhǐ dǎo,to guide,chỉ đạo,chỉ đạo/hướng dẫn,指导工作。Chỉ đạo công việc.
指挥,zhǐ huī,to conduct,chỉ huy,chỉ huy/điều khiển,指挥交通。Điều khiển giao thông.
制定,zhì dìng,to draw up,chế định,xây dựng/ban hành,制定计划。Lập kế hoạch.
